GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALKVE001,ALKVE002,ALKVE003,ALKVE004,ALKVE005,ALKVE006,ALKVE007,ALKVE008,ALKVE009,ALKVE010,ALKVE011,ALKVE012,ALKVE013,ALKVE014,ALKVE015,ALKVE016,ALKVE017,ALKVE018,ALKVE019,ALKVE020,ALKVE021,ALKVE022,ALKVE023,ALKVE024,ALKVE025,ALKVE026,ALKVE027,NAME_M,ALKVM001,ALKVM002,ALKVM003,ALKVM004,ALKVM005,ALKVM006,ALKVM007,ALKVM008,ALKVM009,ALKVM010,ALKVM011,ALKVM012,ALKVM013,ALKVM014,ALKVM015,ALKVM016,ALKVM017,ALKVM018,ALKVM019,ALKVM020,ALKVM021,ALKVM022,ALKVM023,ALKVM024,ALKVM025,ALKVM026,ALKVM027
"G3701290","2019","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",42413,40190,88,30,271,845,532,931,239,1200,435,352,615,1002,1282,1154,2227,5550,5088,10169,4387,2824,880,60,29,0,2223,"New Hanover County, North Carolina",2839,2757,112,49,260,536,636,622,340,633,374,332,467,700,655,645,917,1364,1263,2162,1452,1002,489,103,47,216,836
"G3701330","2019","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",29006,27647,0,14,297,53,84,169,532,934,1945,2346,1777,2266,1360,1117,3098,2509,1123,5890,1479,554,52,48,0,0,1359,"Onslow County, North Carolina",2514,2637,216,24,420,78,103,219,456,527,1505,1246,1058,1205,729,752,1180,1077,625,1829,832,476,87,85,216,216,755
"G3701350","2019","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",20489,19688,0,15,639,33,265,127,0,47,103,913,717,1106,827,974,1040,2627,3049,3090,1914,1478,577,147,0,0,801,"Orange County, North Carolina",1918,1915,216,27,697,61,428,180,216,84,177,513,533,751,642,561,555,1067,1146,752,673,601,320,242,216,216,454
"G3701470","2019","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",35266,33877,545,66,625,394,823,998,883,2265,3769,3771,1785,2876,744,1922,1908,2276,2655,2218,834,2412,12,0,0,96,1389,"Pitt County, North Carolina",2959,2853,378,76,470,266,724,710,672,1097,1203,1384,956,1111,494,920,1029,1062,1240,855,499,1209,20,216,216,174,658
"G3701510","2019","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",15948,15006,77,81,207,574,383,240,1339,1098,1212,2556,2114,1861,439,865,283,605,617,137,0,206,0,0,112,0,942,"Randolph County, North Carolina",2002,1945,102,134,231,579,409,220,781,627,668,930,1000,901,281,506,248,409,467,151,216,250,216,216,173,216,473
"G3701550","2019","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",15322,13323,522,258,946,648,426,1134,949,1812,1425,1865,913,748,768,294,216,120,109,22,33,115,0,0,0,0,1999,"Robeson County, North Carolina",1173,1059,266,201,353,285,244,403,364,487,473,540,400,334,359,166,154,109,175,39,54,101,216,216,216,216,547
"G3701570","2019","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701590","2019","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",17741,14920,34,578,0,332,1107,137,23,388,1114,745,1120,1714,1465,1767,941,1929,680,533,0,313,0,0,0,0,2821,"Rowan County, North Carolina",1815,1747,58,521,216,317,926,155,41,323,577,400,555,885,691,811,499,783,485,439,216,367,216,216,216,216,1082
"G3701610","2019","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701710","2019","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surry County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701790","2019","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",13579,12720,275,87,27,0,0,420,130,410,457,678,636,444,1041,410,722,1741,922,1695,887,994,437,307,0,0,859,"Union County, North Carolina",1737,1562,244,82,43,216,216,514,153,378,448,427,406,292,422,325,467,761,613,713,438,553,239,247,216,216,530
"G3701830","2019","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",151868,147964,1505,1246,777,2192,1540,640,419,1021,1181,2450,1042,3280,3477,4465,4423,19180,15249,39789,24082,15376,2612,779,344,895,3904,"Wake County, North Carolina",5256,5355,859,1163,598,1157,844,469,351,588,673,1008,483,1274,970,1373,1391,3147,2467,3194,3033,2294,933,447,328,524,1029
"G3701910","2019","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",18967,17293,155,234,509,701,241,1093,1104,1480,690,885,1387,267,1180,1305,610,1590,1102,1410,875,475,0,0,0,0,1674,"Wayne County, North Carolina",1895,1877,155,232,560,429,302,644,603,685,510,550,742,168,935,742,457,746,693,700,619,362,216,216,216,216,759
"G3701930","2019","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701950","2019","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",13932,13444,860,680,368,1201,527,1187,925,1374,1015,1361,1406,174,603,183,759,424,168,175,0,0,0,54,0,0,488,"Wilson County, North Carolina",1579,1550,637,516,347,657,470,668,483,806,774,670,875,177,434,216,581,367,285,211,216,216,216,92,216,216,329
"G3800150","2019","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burleigh County, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3800170","2019","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",42207,41268,97,50,168,543,64,318,118,1253,1046,2152,4740,3170,3649,2706,3975,5534,2061,5213,2549,1249,209,126,223,55,939,"Cass County, North Dakota",2260,2147,166,71,201,479,96,335,148,679,434,826,1261,1050,1369,1196,1502,1591,867,1416,1012,910,327,108,296,92,740
"G3800350","2019","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",16481,16176,515,63,129,120,369,29,174,650,580,1581,1277,1037,936,959,1208,1314,1288,1703,1176,1068,0,0,0,0,305,"Grand Forks County, North Dakota",1498,1492,442,109,234,203,422,50,275,707,437,812,728,613,572,466,621,711,676,614,564,602,165,165,165,165,229
"G3801010","2019","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",11715,11037,0,0,94,81,284,0,746,303,500,547,469,327,1075,1164,809,1201,626,1797,667,293,54,0,0,0,678,"Ward County, North Dakota",1571,1547,165,165,124,100,236,165,855,279,425,545,388,263,692,590,470,829,316,725,412,219,89,165,165,165,454
"G3900030","2019","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",12193,11524,134,0,111,166,252,840,640,1934,1362,1276,515,892,1368,503,270,367,195,338,0,242,119,0,0,0,669,"Allen County, Ohio",1353,1359,199,198,123,103,295,496,349,747,672,487,317,555,531,366,280,338,264,262,198,230,107,198,198,198,274
"G3900070","2019","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashtabula County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900090","2019","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",7747,7303,162,246,332,377,91,106,330,48,208,684,237,131,515,391,466,456,565,1067,365,526,0,0,0,0,444,"Athens County, Ohio",1156,1147,219,280,289,380,107,134,247,61,210,303,179,112,335,330,488,281,405,589,226,361,198,198,198,198,345
"G3900130","2019","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belmont County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900170","2019","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",45136,43245,519,80,497,564,62,160,658,1444,2551,3030,3211,3443,3396,4398,2607,5580,2783,4505,2127,922,88,207,0,413,1891,"Butler County, Ohio",2768,2802,400,103,388,467,74,137,352,719,884,851,1295,1151,1115,1111,1060,1358,898,1215,915,424,107,211,198,355,641
"G3900230","2019","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",17943,17126,273,107,132,456,504,585,679,809,1526,3307,775,1678,1831,1107,1432,685,349,172,142,387,190,0,0,0,817,"Clark County, Ohio",1506,1491,307,115,133,309,338,457,357,406,574,980,339,710,617,569,694,354,226,260,227,359,245,198,198,198,413
"G3900250","2019","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",21154,19527,95,315,205,348,378,459,556,447,466,1458,1335,1726,1989,1144,1708,2272,1402,1202,1016,839,167,0,0,0,1627,"Clermont County, Ohio",1916,1888,157,369,200,264,446,463,528,243,274,698,642,790,1174,707,639,775,703,522,484,589,204,198,198,198,802
"G3900290","2019","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",9928,8130,0,232,316,563,50,247,891,1186,817,811,1010,446,439,411,133,308,113,76,81,0,0,0,0,0,1798,"Columbiana County, Ohio",1511,1289,198,235,263,420,59,232,582,526,411,438,524,280,290,255,142,272,187,121,140,198,198,198,198,198,781
"G3900350","2019","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",232838,223042,2716,1900,2877,9028,3478,3696,4495,6945,6544,13260,17461,21875,18428,18032,13402,25563,15723,21841,5872,6309,2557,495,398,147,9796,"Cuyahoga County, Ohio",6656,6269,941,691,1191,1636,1106,871,1188,1480,1380,2171,2498,2557,2498,2265,2081,3087,1900,2531,1126,1259,907,322,268,141,1812
"G3900410","2019","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",15409,14729,0,0,0,41,113,54,285,323,570,498,303,688,425,1005,1481,1291,1802,2793,1719,1188,50,9,91,0,680,"Delaware County, Ohio",1535,1521,198,198,198,71,117,67,330,353,416,363,222,428,257,592,706,589,754,915,868,600,73,16,149,198,446
"G3900430","2019","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900450","2019","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",15083,14433,200,585,98,0,238,227,452,525,603,1241,1365,1282,976,480,1770,406,1362,868,542,649,0,152,0,412,650,"Fairfield County, Ohio",1976,1961,253,544,121,198,232,199,461,358,411,674,610,620,459,349,1017,323,736,529,361,521,198,181,198,479,406
"G3900490","2019","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",243574,239293,1492,2015,1036,2573,1292,2271,3017,3673,5275,9511,9340,14037,15956,18257,17812,32504,27744,36095,18826,12010,2921,478,867,291,4281,"Franklin County, Ohio",6641,6487,807,927,601,870,721,1024,1172,1076,1329,1920,1392,2272,2350,3164,2460,3658,3991,3876,2806,2056,1020,308,736,271,1323
"G3900550","2019","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geauga County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900570","2019","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",23337,22750,124,0,170,362,296,42,312,720,974,1432,1606,1760,2674,1943,2135,1987,1803,2613,1136,606,55,0,0,0,587,"Greene County, Ohio",1704,1687,151,198,170,308,313,71,253,572,545,694,720,620,1002,821,847,620,752,867,422,385,95,198,198,198,358
"G3900610","2019","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",142964,137467,3098,1829,1003,3261,2373,3233,2369,4830,5964,11005,8180,9815,11015,9905,8634,13576,9566,12233,7081,5285,1961,600,486,165,5497,"Hamilton County, Ohio",4904,4863,1056,872,567,982,1274,1253,849,1153,1348,1970,2005,1920,1993,2334,1815,2137,1725,1868,1294,998,861,353,372,153,1307
"G3900630","2019","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",10639,10417,122,7,15,46,159,562,201,548,1584,958,989,932,183,888,388,608,808,742,315,362,0,0,0,0,222,"Hancock County, Ohio",1410,1415,157,11,24,77,140,443,165,384,890,543,576,448,238,556,265,445,449,483,279,373,198,198,198,198,207
"G3900810","2019","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",8687,7583,12,323,248,497,54,311,476,1325,706,839,570,820,229,314,244,85,247,174,77,0,32,0,0,0,1104,"Jefferson County, Ohio",1244,1258,20,226,210,335,92,202,320,693,400,375,383,457,161,264,193,102,310,252,137,198,57,198,198,198,444
"G3900850","2019","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",25861,24809,142,0,118,197,599,499,49,981,517,1318,1730,1513,2520,1839,1528,3636,2814,3599,778,143,133,0,0,156,1052,"Lake County, Ohio",2144,2196,181,198,152,176,493,464,80,491,386,785,913,723,917,716,553,1361,894,1041,383,148,184,198,198,111,503
"G3900890","2019","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",19443,18690,20,126,303,984,94,338,906,1166,523,1117,819,1432,1368,1760,1108,2556,1485,1821,460,177,0,0,0,127,753,"Licking County, Ohio",1916,1954,35,169,354,528,109,256,494,632,384,500,475,635,626,852,616,1028,665,1025,279,216,198,198,198,108,424
"G3900930","2019","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",32191,31375,1053,115,951,1400,512,396,985,1154,2210,3249,3510,3558,2261,1369,1830,2663,715,2087,388,784,24,0,161,0,816,"Lorain County, Ohio",2636,2656,481,130,552,838,391,260,563,528,739,1087,1145,981,753,685,686,961,449,877,281,447,39,198,102,198,389
"G3900950","2019","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",72383,69182,2274,111,796,2364,1187,1659,1615,3912,6864,5512,7324,7826,4954,5525,3491,5441,3573,2685,1048,857,103,61,0,0,3201,"Lucas County, Ohio",3557,3635,875,107,487,821,588,756,716,1059,1696,1325,1760,1842,1239,1596,1056,1467,1283,850,557,500,120,101,198,198,1041
"G3900990","2019","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",29845,27571,159,114,254,1464,753,724,1329,2027,3106,3444,4256,3407,1743,1404,543,1139,853,530,72,138,0,112,0,0,2274,"Mahoning County, Ohio",2125,2096,160,109,203,686,526,447,591,783,1006,787,1104,1063,594,802,293,662,565,371,121,105,198,130,198,198,870
"G3901010","2019","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",8747,8334,0,0,388,196,191,284,306,287,476,1687,706,1508,704,738,628,187,48,0,0,0,0,0,0,0,413,"Marion County, Ohio",1127,1120,198,198,329,194,256,204,275,224,324,806,455,840,477,443,388,167,66,198,198,198,198,198,198,198,288
"G3901030","2019","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",15873,15061,237,0,56,303,0,130,58,42,590,778,1218,1735,925,1480,1249,2369,700,1877,549,505,76,108,25,51,812,"Medina County, Ohio",1880,1865,368,198,96,349,198,127,77,72,380,614,769,936,475,698,705,1027,377,746,291,281,132,130,41,45,360
"G3901090","2019","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",10515,10371,296,227,0,164,146,291,156,385,894,997,1054,1460,1085,499,601,498,425,472,385,336,0,0,0,0,144,"Miami County, Ohio",1400,1419,349,304,198,159,125,235,179,285,538,676,526,619,435,333,357,444,373,431,332,302,198,198,198,198,118
"G3901130","2019","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",85994,83356,1508,612,1575,1602,536,1645,2336,4032,6135,7996,7582,7784,8157,5629,4686,8971,5016,4563,1268,1240,70,135,49,229,2638,"Montgomery County, Ohio",3914,3639,892,530,940,681,310,640,822,1002,1421,1707,1705,1740,1742,1034,1264,1723,1204,1156,403,679,67,176,80,161,866
"G3901190","2019","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",9731,9264,219,406,256,329,111,504,400,707,1039,1076,923,446,562,820,222,200,530,109,0,12,105,0,0,288,467,"Muskingum County, Ohio",1550,1553,290,374,251,298,140,391,306,464,464,599,551,291,385,832,256,159,442,178,198,20,134,198,198,447,332
"G3901330","2019","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",19619,18309,53,0,51,375,72,172,324,569,1018,1196,1378,1759,1127,1196,1300,3212,1139,1422,1406,455,0,0,0,85,1310,"Portage County, Ohio",2181,2108,88,198,56,320,86,154,278,287,544,590,625,920,523,682,730,1098,587,651,801,391,198,198,198,81,731
"G3901390","2019","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",16274,15442,0,0,101,376,434,867,746,1643,2448,2241,1287,1633,2086,52,509,777,71,48,0,0,0,0,0,123,832,"Richland County, Ohio",1527,1528,198,198,121,343,318,505,386,778,822,825,558,537,891,89,337,437,86,80,198,198,198,198,198,130,367
"G3901410","2019","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ross County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3901450","2019","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scioto County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3901510","2019","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",51193,48605,1480,567,300,1579,1282,1206,1679,3580,5827,4967,3800,4914,5419,2522,3062,2105,2241,1419,89,263,0,0,304,0,2588,"Stark County, Ohio",2559,2679,874,401,473,666,700,542,816,1152,1296,1137,1121,1380,1300,784,1192,638,979,616,130,211,198,198,308,198,861
"G3901530","2019","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",77180,74080,886,411,193,1739,1740,1612,1385,2533,2243,5614,6324,5831,6602,10722,5771,6817,3932,6091,1656,582,635,150,307,304,3100,"Summit County, Ohio",3190,3175,597,594,194,732,873,942,578,872,711,1340,1442,1458,1657,2214,1152,1614,955,1519,737,302,485,175,456,441,929
"G3901550","2019","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",24953,23155,200,354,502,361,157,993,1448,1816,1468,4770,2813,2764,2470,841,233,747,22,332,186,247,431,0,0,0,1798,"Trumbull County, Ohio",2055,1932,199,328,327,239,178,468,784,708,579,1433,915,945,933,407,213,413,39,191,221,269,346,198,198,198,930
"G3901570","2019","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",10386,9740,34,0,73,296,259,264,486,997,502,1681,821,927,1036,846,472,304,151,0,161,0,0,303,0,127,646,"Tuscarawas County, Ohio",1339,1296,57,198,91,259,211,294,490,561,391,800,398,500,671,563,266,220,182,198,194,198,198,304,198,147,367
"G3901650","2019","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",18871,17368,76,164,131,237,35,54,83,262,297,355,1155,725,1432,1094,772,2024,1799,2615,2177,1421,253,76,131,0,1503,"Warren County, Ohio",2388,2283,110,193,150,159,59,70,99,268,190,308,538,431,904,657,588,841,798,963,853,698,209,129,192,198,839
"G3901690","2019","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",13056,11913,22,239,430,333,258,624,230,637,758,1863,1484,895,833,490,1103,924,152,243,395,0,0,0,0,0,1143,"Wayne County, Ohio",1212,1274,38,133,317,292,226,404,243,388,383,759,547,480,344,301,630,511,169,184,375,198,198,198,198,198,447
"G3901730","2019","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",17880,17501,118,70,0,172,204,282,377,1614,1968,1334,1169,1431,1299,736,1163,1097,1871,1199,863,101,42,136,0,255,379,"Wood County, Ohio",1715,1682,146,117,198,146,129,229,265,761,892,695,502,546,459,379,570,601,689,632,492,132,75,220,198,249,229
"G4000170","2019","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",12006,11481,44,0,167,1111,71,48,96,396,249,873,889,653,352,1104,505,1010,1522,1332,594,274,191,0,0,0,525,"Canadian County, Oklahoma",1503,1557,71,165,153,682,88,50,120,277,282,598,528,544,300,667,341,590,619,563,538,288,232,165,165,165,311
