GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,O34E001,O34E002,O34E003,O34E004,O34E005,O34E006,O34E007,O34E008,O34E009,O34E010,O34E011,O34E012,O34E013,O34E014,O34E015,O34E016,O34E017,NAME_M,O34M001,O34M002,O34M003,O34M004,O34M005,O34M006,O34M007,O34M008,O34M009,O34M010,O34M011,O34M012,O34M013,O34M014,O34M015,O34M016,O34M017
"G48029000","2012","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",72355,4465,2383,3259,4310,4487,4686,4568,4466,3718,6236,9279,7678,5613,2911,2977,1319,"Garland city, Texas",2306,853,793,770,982,1050,1142,1086,1268,1038,1433,1359,1238,1027,724,854,495
"G48030464","2012","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",55558,2810,2215,3136,2908,3294,2596,3027,3015,2537,3349,8360,8096,3888,2227,2748,1352,"Grand Prairie city, Texas",2204,1032,621,1057,756,952,853,987,882,703,867,1615,1579,1035,689,852,509
"G48032372","2012","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",21585,3337,1705,2017,1926,1672,1453,904,617,762,1074,2333,1437,1038,613,238,459,"Harlingen city, Texas",1464,932,553,699,659,633,657,501,366,470,423,691,574,468,454,229,339
"G48035000","2012","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",780364,75928,53928,49280,51809,46604,47476,40425,36883,34895,56710,64817,71478,49163,26451,31266,43251,"Houston city, Texas",9306,4331,4248,3156,3535,3977,3374,3575,3070,3859,3907,3461,3576,3097,2307,2711,2760
"G48037000","2012","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",85392,5689,4074,3984,6662,4239,4912,2863,5904,3452,7059,9231,9240,6862,3110,4849,3262,"Irving city, Texas",2679,1126,1115,999,1274,996,1012,737,985,962,1425,1512,1487,1424,864,958,856
"G48039148","2012","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",45455,4086,2150,1592,2894,3925,3224,2837,2837,2437,4375,5309,3956,2825,1717,756,535,"Killeen city, Texas",1993,917,711,630,839,1214,1141,1109,852,845,1145,1160,989,1011,664,409,410
"G48041464","2012","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",65445,9522,5414,4276,4012,4526,3563,2880,2695,2943,5463,6380,6509,3421,1685,1424,732,"Laredo city, Texas",1462,1454,881,985,936,898,849,737,746,808,1031,1364,1301,787,552,547,299
"G48041980","2012","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",33657,1307,257,854,1037,766,530,1094,1707,1311,2021,4472,5172,4064,2853,4034,2178,"League City city, Texas",1972,535,218,653,751,657,500,700,757,1021,918,1448,1408,1182,1137,1068,755
"G48042508","2012","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",40185,1598,715,2118,2018,1530,2930,2117,2971,2784,4310,4645,5063,3619,1780,1439,548,"Lewisville city, Texas",1810,888,312,720,612,579,845,770,837,997,1198,872,1089,1077,925,552,304
"G48043888","2012","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",28492,2170,1534,2911,1458,1948,1891,2309,1404,1244,2520,2446,2832,1472,1390,536,427,"Longview city, Texas",1431,708,526,783,551,709,667,866,652,570,760,666,792,580,583,368,275
"G48045000","2012","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",89527,10254,5658,6150,6563,5713,5395,5121,4260,4141,8419,7290,8439,5086,2480,2416,2142,"Lubbock city, Texas",2251,1546,1146,1109,1061,1115,1064,1236,1009,1294,1721,1348,1449,1071,845,870,534
"G48045384","2012","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",40960,3428,3735,2885,2895,1965,1682,1624,1720,2147,3200,3832,4212,3081,1119,1283,2152,"McAllen city, Texas",2109,881,1046,913,696,769,678,674,661,775,936,1036,1195,930,536,563,827
"G48045744","2012","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",46795,2023,826,1717,1269,1635,3049,1506,1167,1371,3260,3534,7257,5256,4565,4703,3657,"McKinney city, Texas",1895,904,452,985,472,679,1137,692,590,686,839,1080,1244,1142,1281,1129,896
"G48047892","2012","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",46550,2637,2151,2210,4500,2469,1906,3965,2022,2436,3693,6371,5188,3261,1838,1091,812,"Mesquite city, Texas",2183,884,814,741,1248,800,687,1120,610,856,942,1187,1258,866,625,488,470
"G48048072","2012","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",41586,1537,1604,2035,2073,1816,2404,1657,2163,1419,3403,4478,5171,4510,2365,1961,2990,"Midland city, Texas",1355,562,656,843,735,859,1006,617,678,607,970,1113,1180,1113,877,552,661
"G48048768","2012","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",23850,3185,1405,1745,2022,1806,1406,1314,980,669,2146,1572,2485,1091,261,917,846,"Mission city, Texas",1486,976,679,831,871,716,750,691,688,607,827,706,976,444,283,514,556
"G48048804","2012","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",23964,399,270,526,930,1034,1112,478,938,552,1458,2819,3436,4290,1583,2638,1501,"Missouri City city, Texas",1396,287,233,424,408,663,656,316,440,328,740,918,1040,1119,673,837,621
"G48052356","2012","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",25198,1325,1295,1111,688,826,1884,998,797,1415,1934,2087,4232,2649,1694,1235,1028,"North Richland Hills city, Texas",1512,762,618,548,393,575,818,572,354,651,667,676,954,828,646,408,382
"G48053388","2012","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",37392,1997,1714,2694,1951,1762,2176,1706,2181,1918,2858,3329,5793,2911,1797,1757,848,"Odessa city, Texas",1522,606,580,790,626,645,872,614,819,824,839,985,1106,678,611,688,389
"G48056000","2012","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",48836,3547,2654,4078,3630,2602,2202,2954,2778,1948,5009,4536,4577,3599,2206,1703,813,"Pasadena city, Texas",2248,872,796,998,994,816,703,762,852,773,1076,1008,1195,985,634,731,363
"G48056348","2012","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",33106,955,699,909,1232,979,1203,1267,428,1389,1897,3429,5191,5288,3160,2306,2774,"Pearland city, Texas",1728,728,600,542,719,704,955,890,471,1106,630,1093,1463,1491,1137,1026,1051
"G48057200","2012","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",21913,4510,2881,1214,1333,1040,1466,1701,1231,855,578,1490,2268,693,517,50,86,"Pharr city, Texas",1767,1288,934,517,743,560,658,866,660,511,349,796,1127,423,407,84,143
"G48058016","2012","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",99867,3365,2312,2547,2718,3961,3488,4234,4187,3298,6365,10229,12746,12020,7483,9157,11757,"Plano city, Texas",2785,974,918,841,789,909,952,1162,1088,989,1262,1557,2002,1723,1358,1350,1335
"G48061796","2012","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",39317,2783,1013,1544,1651,1718,1303,1667,1402,1310,2448,3722,6658,3783,2409,3381,2525,"Richardson city, Texas",1642,830,546,734,776,813,507,687,589,569,670,886,1336,766,658,882,626
"G48063500","2012","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",33621,1429,639,1178,1449,1481,1725,2012,942,1423,1885,4066,4673,4177,3083,2283,1176,"Round Rock city, Texas",1948,721,339,675,760,544,779,833,428,559,514,964,1061,951,1025,590,540
"G48064472","2012","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",36636,2012,3731,2402,1615,2484,2307,1964,2252,1306,3521,3178,4676,2485,1482,302,919,"San Angelo city, Texas",1703,705,891,711,663,1087,783,717,837,543,1132,1004,1074,716,689,228,472
"G48065000","2012","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",480693,47340,25519,31209,31618,28630,24251,26279,22745,23248,37523,51424,50988,33704,18191,14197,13827,"San Antonio city, Texas",5323,3364,2447,2664,2896,2682,2101,2381,2310,2789,3076,4105,3496,2739,2147,1976,2127
"G48070808","2012","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",25762,456,373,430,0,337,373,306,538,481,1299,2597,3715,4471,2392,2898,5096,"Sugar Land city, Texas",1520,404,377,296,206,261,262,246,315,274,694,986,857,957,717,759,1154
"G48072176","2012","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",24500,1822,1457,1328,956,1285,1856,1372,1317,726,2380,2955,3488,1647,560,759,592,"Temple city, Texas",1483,678,480,518,451,530,597,682,577,320,864,952,1002,563,313,414,372
"G48072656","2012","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",37645,1093,1147,881,448,1123,1370,631,1273,1268,2435,2291,3612,4129,2660,5988,7296,"The Woodlands CDP, Texas",3226,586,550,448,313,938,714,501,655,674,1740,837,1263,1245,957,1536,1437
"G48074144","2012","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",38250,2934,2858,2373,3071,2197,2693,2483,1598,2423,3622,2595,3809,1376,1172,1344,1702,"Tyler city, Texas",2209,820,936,667,915,718,860,839,611,798,830,822,928,577,487,641,673
"G48076000","2012","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",45254,6414,3785,3896,3712,3238,3686,2137,2052,1561,3397,3685,3018,2094,752,1243,584,"Waco city, Texas",1763,1058,1025,1047,972,808,1002,672,819,730,924,890,737,596,321,547,377
"G48079000","2012","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",37538,2927,2759,2753,1961,1720,2267,2083,1964,1708,2798,4747,4270,1990,1750,902,939,"Wichita Falls city, Texas",1956,749,765,842,563,734,612,752,710,529,902,1026,855,563,607,390,425
"G49043660","2012","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",22179,1454,1199,853,422,725,1129,542,1046,1397,1313,2994,3771,1923,1603,1123,685,"Layton city, Utah",1102,782,731,487,321,440,630,331,428,553,524,679,761,619,479,406,324
"G49050150","2012","UT",,,"Utah","49",,,"Millcreek CDP","50150",,,,,,,,,,,,,,,,"16000US4950150","Millcreek CDP, Utah",24778,1824,767,959,1407,1631,1325,921,1432,1283,1223,2286,3258,2075,1302,1360,1725,"Millcreek CDP, Utah",1573,743,447,520,566,714,568,394,578,542,416,697,830,709,439,560,391
"G49055980","2012","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",29471,2716,1952,1919,2246,2527,1566,2022,1387,1955,3229,3473,2013,929,751,437,349,"Ogden city, Utah",1739,628,661,607,653,853,577,637,478,698,881,897,584,375,314,278,157
"G49057300","2012","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",25299,868,1199,1599,1480,1225,918,1470,1709,1373,2582,3206,2929,2618,739,738,646,"Orem city, Utah",1195,325,466,530,500,438,349,470,585,647,632,725,671,595,296,250,294
"G49062470","2012","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",32632,3303,3260,2929,1661,2279,1987,1934,2075,1356,2519,2804,3476,1270,808,553,418,"Provo city, Utah",1474,822,835,739,615,808,627,635,576,517,898,733,701,539,357,227,206
"G49065330","2012","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",27034,1608,2464,1941,2349,1937,1525,1518,2063,1333,2375,2362,2287,1222,688,798,564,"St. George city, Utah",1954,680,1079,717,970,794,680,641,903,676,731,641,718,596,350,455,295
"G49067000","2012","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",75556,8927,4970,4470,5200,4055,4504,3789,3014,2429,5427,7303,8153,3917,3505,3072,2821,"Salt Lake City city, Utah",2209,1787,957,973,1112,964,1125,912,860,621,1042,1371,1364,825,836,826,573
"G49067440","2012","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",28399,821,470,1008,847,1075,1280,947,793,1062,2805,3390,5337,3088,2164,1282,2030,"Sandy city, Utah",1295,471,292,492,457,564,397,514,338,540,759,690,865,674,618,436,466
"G49082950","2012","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",32115,813,812,631,1509,1350,885,1856,1675,1338,3296,4768,4847,4511,2119,1309,396,"West Jordan city, Utah",1774,410,384,333,709,472,516,835,484,569,855,1389,876,937,709,478,276
"G49083470","2012","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",36888,1488,1501,2586,2094,2434,2700,2253,2081,1841,3506,5594,4524,2537,862,341,546,"West Valley City city, Utah",1537,523,646,853,841,807,712,687,676,556,928,1223,673,844,399,210,353
"G51001000","2012","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",65468,2322,1689,661,2368,1217,2033,2743,2892,1735,4856,7187,8943,6658,5031,6897,8236,"Alexandria city, Virginia",1710,797,683,379,813,583,765,899,844,675,1060,1655,1620,1174,1086,1156,1134
"G51003000","2012","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",95369,3033,1914,2110,2588,2828,1480,2578,2954,2352,4798,8159,12533,10773,7334,13420,16515,"Arlington CDP, Virginia",2149,882,723,798,862,945,550,859,873,782,1063,1475,1618,1617,1182,1522,1706
"G51014440","2012","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",23740,514,68,249,378,405,243,294,336,571,1140,2603,4131,3422,2290,3220,3876,"Centreville CDP, Virginia",1488,305,80,203,351,365,143,267,228,314,571,652,951,931,672,774,873
"G51016000","2012","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",80343,3948,2955,2931,3451,2884,3791,2635,3434,3148,7734,8067,13936,7329,5452,4875,3773,"Chesapeake city, Virginia",1611,1116,1042,1003,953,866,929,755,909,693,1357,1402,1522,988,1030,1020,939
"G51021088","2012","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",21147,234,176,445,695,183,463,1186,682,873,2352,1821,3389,1819,2177,2718,1934,"Dale City CDP, Virginia",1467,211,152,297,392,193,302,648,483,487,686,644,839,643,837,786,580
"G51035000","2012","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",52797,3421,3882,3759,3184,2126,2697,2874,2931,2413,4728,6091,5921,3610,2327,1258,1575,"Hampton city, Virginia",1747,850,1015,1088,853,629,711,857,850,682,1171,1013,1087,946,782,472,651
"G51047672","2012","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",28000,3502,2233,1903,2235,1575,2009,1836,1865,1021,1686,1955,2179,1472,1315,661,553,"Lynchburg city, Virginia",1420,950,686,742,664,469,663,677,605,467,607,563,684,506,547,359,382
"G51056000","2012","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",70446,6324,3435,3591,3571,4111,4811,3459,4093,4112,6298,7282,9215,5343,2107,1433,1261,"Newport News city, Virginia",1691,1250,865,737,934,887,1229,812,862,960,1311,1230,1404,975,597,483,473
"G51057000","2012","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",86347,9531,5082,5655,4309,5349,5260,4821,4988,3914,7851,8887,7336,4998,2989,2676,2701,"Norfolk city, Virginia",2086,1227,986,1054,813,1038,1155,993,1121,915,1173,1013,1007,839,538,620,562
"G51064000","2012","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",36781,3139,2773,2362,2137,2357,2564,1813,1878,2010,2997,4245,3876,2069,945,821,795,"Portsmouth city, Virginia",1136,721,735,740,621,873,757,582,610,728,724,1023,982,588,467,347,412
"G51067000","2012","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",83456,11610,6917,5768,4371,5410,4898,3890,5037,3350,7477,6628,7056,4084,1933,2379,2648,"Richmond city, Virginia",2202,1479,1201,1167,871,918,1089,812,1365,1035,1355,1063,1166,836,475,617,645
"G51068000","2012","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",42134,4635,3443,3142,2699,2621,2998,1978,1604,1825,4562,4507,3436,1919,1332,779,654,"Roanoke city, Virginia",1446,1074,1059,913,832,751,870,554,564,607,1078,996,864,579,655,404,305
"G51076432","2012","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",30623,1610,1029,1182,1063,1527,1634,1554,1649,1117,2163,2589,5298,3807,1553,1706,1142,"Suffolk city, Virginia",786,517,337,487,495,600,564,468,605,466,585,591,906,751,429,498,375
"G51082000","2012","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",165376,6233,5941,5041,6751,6582,9234,7823,8322,8238,15197,19642,22030,16872,10112,10237,7121,"Virginia Beach city, Virginia",2131,1175,1369,1201,1087,1317,1419,1372,1343,1271,2054,1630,2076,1730,1157,1291,1167
"G53003180","2012","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",25863,1431,603,1998,1409,1554,1192,1387,1744,1615,2347,2389,3059,1908,1678,954,595,"Auburn city, Washington",1433,531,304,851,559,748,522,702,669,636,856,633,784,577,597,363,323
"G53005210","2012","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",53387,2741,845,616,2119,1325,1954,1251,1261,1474,2906,4278,8103,6749,5262,5474,7029,"Bellevue city, Washington",1995,883,406,359,796,491,768,446,629,541,792,1128,1465,1147,1282,1053,1109
"G53005280","2012","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",34993,4064,2947,1951,2351,1697,1926,1793,1719,1275,3335,3623,2909,2886,970,1147,400,"Bellingham city, Washington",1584,919,897,807,807,600,644,647,770,490,1061,1023,816,944,431,606,282
"G53022640","2012","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",41062,3598,2641,2444,3504,1638,1805,2967,1998,2061,3371,4182,4776,3459,1477,611,530,"Everett city, Washington",2152,1055,890,645,925,599,741,993,700,634,1029,802,926,859,610,272,234
"G53023515","2012","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",32960,2595,1349,1841,1884,2018,2096,1743,1414,1549,2031,3723,3400,2685,2127,1744,761,"Federal Way city, Washington",1939,842,594,705,804,722,722,657,614,634,707,955,892,679,654,539,362
"G53035275","2012","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",27634,1560,2397,1477,1295,1492,1314,2035,1658,410,2490,2412,3453,1852,1371,942,1476,"Kennewick city, Washington",1754,596,782,784,587,498,460,1012,658,296,748,940,880,552,555,393,666
"G53035415","2012","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",40869,2667,1774,1994,2742,2572,1294,2225,1677,1901,3782,4868,4639,3309,2567,1800,1058,"Kent city, Washington",2269,864,743,680,851,948,517,757,732,707,1036,917,1043,850,662,479,409
"G53053545","2012","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",18368,1669,918,1053,576,1439,750,330,684,766,1877,2557,2669,1539,893,317,331,"Pasco city, Washington",912,672,545,502,401,578,375,243,492,480,640,817,874,714,464,298,321
"G53057745","2012","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",37863,1740,1740,2049,1697,1995,2221,1949,1631,1358,3248,3389,5619,4016,1350,2107,1754,"Renton city, Washington",2212,617,595,839,808,805,800,789,690,599,991,919,1183,1063,499,571,609
"G53063000","2012","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",289790,22076,11109,10163,11342,13371,11966,10994,10304,12660,21813,28020,36695,26880,18574,20543,23280,"Seattle city, Washington",4363,2332,1528,1865,1760,2197,2079,1933,1541,1604,2470,2476,2737,2552,1811,2016,2272
"G53067000","2012","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",87692,8331,6505,6279,5732,6174,5286,4336,5327,3757,6689,8611,9428,5304,2312,1839,1782,"Spokane city, Washington",2397,1343,1281,1336,1170,1323,1182,1340,1059,887,1308,1382,1327,1205,744,545,666
"G53067167","2012","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",37224,2356,2913,1179,2333,2195,2321,2813,1861,1656,3841,4061,4345,2785,1229,778,558,"Spokane Valley city, Washington",1562,859,793,628,725,688,676,921,774,652,893,828,844,770,480,389,306
"G53070000","2012","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",74723,6267,4876,2966,4243,3102,3729,4171,3372,3695,7000,9012,9013,6201,3180,2496,1400,"Tacoma city, Washington",2482,1065,1077,826,826,787,824,968,823,1071,1194,1426,1346,1256,827,762,356
"G53074060","2012","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",65293,3658,3732,3871,3766,3869,5435,3764,4015,3896,5292,6578,7315,4316,2432,1828,1526,"Vancouver city, Washington",2104,919,882,909,852,974,1209,905,948,967,927,1198,1092,1033,628,539,439
"G53080010","2012","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",33166,3954,2562,2559,1570,2066,1367,2146,2330,1801,1893,3219,3716,1874,739,779,591,"Yakima city, Washington",1565,931,825,842,600,743,538,660,940,775,694,895,860,718,375,361,440
"G55002375","2012","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",28535,1640,1545,1517,1679,1434,1700,1707,985,1281,2720,2775,5015,1983,719,884,951,"Appleton city, Wisconsin",1436,506,582,527,565,388,629,537,460,323,855,591,792,550,340,392,381
"G55022300","2012","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",27782,2704,2239,1486,2276,1451,2345,1560,807,1049,2123,3121,2345,2897,415,491,473,"Eau Claire city, Wisconsin",1126,814,825,605,853,707,750,726,444,454,633,722,703,807,249,227,273
"G55031000","2012","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",42555,4719,2930,3093,3161,2870,2845,2104,2896,1811,4100,3627,3385,2087,610,1165,1152,"Green Bay city, Wisconsin",1443,918,884,806,790,888,734,647,764,580,808,850,693,639,273,557,519
"G55039225","2012","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",37560,3290,2097,2419,2027,2097,1739,1757,1675,1484,3421,4159,5059,3556,960,1029,791,"Kenosha city, Wisconsin",1268,842,750,801,566,692,471,645,638,621,813,881,943,982,478,427,394
"G55048000","2012","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",101379,8410,5899,4609,5558,5793,5150,3847,4834,5416,8315,10146,11724,8875,5093,3850,3860,"Madison city, Wisconsin",2807,1322,1177,1085,1067,1405,1162,843,1163,1200,1278,1401,1626,1286,878,1073,854
"G55053000","2012","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",230960,30379,22156,19084,18506,14611,12775,11505,10764,9015,17665,21780,22047,9029,5219,4020,2405,"Milwaukee city, Wisconsin",3374,2371,2164,1997,1495,1459,1522,1268,1295,1181,1747,1952,2060,1189,862,783,587
"G55060500","2012","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",25904,1902,1603,1762,2065,1525,1509,1137,1212,1654,2241,3724,2757,1194,806,630,183,"Oshkosh city, Wisconsin",1363,699,523,654,652,523,491,431,478,607,704,1069,796,487,473,378,147
"G55066000","2012","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",30614,3421,2585,2338,1702,2320,1296,1932,1486,1002,3045,3169,2832,2460,383,337,306,"Racine city, Wisconsin",1498,768,710,638,597,814,601,633,583,343,913,793,730,833,263,276,226
"G55084250","2012","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",29722,2043,1167,1849,1460,1115,1743,1263,1540,1221,2649,3882,3921,2677,1386,955,851,"Waukesha city, Wisconsin",1329,592,524,661,504,408,485,513,595,459,778,852,802,642,496,431,412
