GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJCTE001,AJCTE002,AJCTE003,AJCTE004,AJCTE005,AJCTE006,AJCTE007,AJCTE008,AJCTE009,AJCTE010,AJCTE011,AJCTE012,AJCTE013,AJCTE014,AJCTE015,AJCTE016,AJCTE017,NAME_M,AJCTM001,AJCTM002,AJCTM003,AJCTM004,AJCTM005,AJCTM006,AJCTM007,AJCTM008,AJCTM009,AJCTM010,AJCTM011,AJCTM012,AJCTM013,AJCTM014,AJCTM015,AJCTM016,AJCTM017
"G27054880","2018","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",49361,2317,2252,1948,1995,1697,1649,2271,1683,2434,3019,4883,7213,4800,3047,3974,4179,"Rochester city, Minnesota",947,859,891,674,758,621,649,724,568,890,718,901,1147,1112,758,837,796
"G27056896","2018","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",25189,1731,1489,746,1953,1712,1975,1165,1200,791,2138,2122,2947,1831,1125,1457,807,"St. Cloud city, Minnesota",1538,614,700,411,718,662,779,515,528,394,748,747,888,570,473,640,343
"G27058000","2018","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",115858,9598,6242,3941,5054,5946,5500,5555,5247,3567,7892,11320,14753,8402,7434,7690,7717,"St. Paul city, Minnesota",3008,1622,1237,931,969,1078,1059,892,1149,954,1114,1525,1779,1216,1111,975,1252
"G27071428","2018","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",26388,523,160,93,241,404,862,911,409,572,1705,2033,4870,2695,3026,3348,4536,"Woodbury city, Minnesota",1177,385,201,111,203,255,560,517,232,311,656,807,1254,797,868,818,878
"G28029700","2018","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",29899,5711,3082,1162,1287,1898,978,1184,777,1759,2143,3217,2934,1515,1007,696,549,"Gulfport city, Mississippi",1760,1340,1214,639,586,966,426,637,468,791,836,855,755,854,475,359,310
"G28036000","2018","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",59306,5641,3646,4840,4459,3893,3004,3795,2552,4058,4287,6037,5844,2643,1743,1639,1225,"Jackson city, Mississippi",2368,1113,894,1236,1084,1042,838,1022,930,1161,1203,1263,1266,781,692,602,485
"G29015670","2018","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",49437,3506,2424,3003,2080,2964,3671,2330,2536,1474,3894,4914,4546,3845,3591,1828,2831,"Columbia city, Missouri",1838,939,936,979,732,976,1217,701,842,691,1149,1437,1147,1191,1046,829,1048
"G29035000","2018","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",48237,2412,1748,2472,2127,3623,3071,2008,2208,2555,3459,5972,6849,4909,2159,1611,1054,"Independence city, Missouri",2246,688,664,889,760,1091,1022,642,659,926,938,1376,1231,1156,826,662,472
"G29038000","2018","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",207377,15146,10619,10900,10651,10911,9537,9696,10750,8379,15405,20813,23357,18652,11249,11790,9522,"Kansas City city, Missouri",3927,1962,1718,1737,2086,1735,1722,1428,1727,1522,1906,2087,2449,2000,1570,1474,1200
"G29041348","2018","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",37758,657,1131,865,1041,564,1290,803,1767,1489,2228,4427,4961,4627,3330,3468,5110,"Lee's Summit city, Missouri",1695,410,654,424,561,265,795,417,744,508,612,1002,795,971,695,779,941
"G29054074","2018","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",29948,723,455,743,986,1160,641,1045,1215,1401,1654,2956,3397,3565,2865,4442,2700,"O'Fallon city, Missouri",1543,441,292,392,620,603,338,564,805,724,514,758,741,830,771,951,666
"G29064082","2018","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",29672,681,1246,1966,1251,1095,851,1332,1283,1376,2652,3233,4102,2251,2303,1938,2112,"St. Charles city, Missouri",1712,381,686,877,571,502,432,577,509,524,642,908,908,590,703,714,642
"G29064550","2018","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",28314,1219,2275,1501,1484,1755,1919,1656,659,1343,2031,3340,4282,1965,687,1450,748,"St. Joseph city, Missouri",1394,497,954,607,571,660,731,689,305,459,528,790,927,546,344,599,427
"G29065000","2018","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",144295,17844,9885,7361,8599,8456,6676,7067,7940,5996,11694,11676,15137,8292,5389,6064,6219,"St. Louis city, Missouri",2502,1874,1859,1293,1690,1630,1323,1353,1491,1494,1986,1512,1848,1340,1087,1162,1090
"G29070000","2018","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",79220,8355,9372,5089,6049,5148,6321,5168,4047,3665,5255,7807,6062,2178,1732,1507,1465,"Springfield city, Missouri",2234,1532,1634,1249,1374,1184,1068,1189,1115,1033,1139,1401,1113,719,563,579,635
"G30006550","2018","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",47494,3134,1848,1833,3662,2767,1688,2719,1830,1619,3404,6557,6469,3515,1983,2609,1857,"Billings city, Montana",1546,1200,579,620,1030,878,608,764,650,625,902,1390,1200,728,743,726,585
"G30050200","2018","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",32279,2635,2131,1018,1112,1696,2425,1346,1450,1567,3415,2735,3744,2824,1445,1497,1239,"Missoula city, Montana",1278,1060,966,627,626,687,964,628,648,697,1269,916,1018,906,550,679,617
"G31028000","2018","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",114870,5785,4576,5844,4958,5792,6090,4388,5616,7271,11085,12285,13393,11011,6393,6375,4008,"Lincoln city, Nebraska",1846,1165,1186,1338,1131,1144,1312,944,1273,1200,1841,1346,1299,1343,1086,1098,637
"G31037000","2018","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",184831,12087,8533,8450,7501,8719,7207,8277,8773,7814,15992,19173,25758,15373,9538,10506,11130,"Omaha city, Nebraska",2451,1640,1365,1545,1234,1410,1089,1295,1108,1161,1891,2047,2269,1654,1174,1274,1411
"G32023770","2018","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",62728,2487,1057,1354,1893,1050,1537,1484,2478,3083,4320,7405,10537,8997,4844,5461,4741,"Enterprise CDP, Nevada",3339,794,513,584,914,499,686,544,842,969,1167,1568,1532,1360,1309,1167,1134
"G32031900","2018","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",120678,5253,3084,3570,4073,4398,5487,4425,5362,4423,7986,13352,18257,10597,9675,10650,10086,"Henderson city, Nevada",3028,1521,818,1038,1069,1344,1158,1296,1301,882,1638,1686,2393,1438,1357,1701,1672
"G32040000","2018","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",234592,21323,10263,11374,11863,9760,12841,10178,11894,10686,15992,20911,29768,21031,10431,13232,13045,"Las Vegas city, Nevada",4636,2398,1511,1532,1917,1225,1584,1530,1912,1566,1745,2025,2861,2122,1467,1756,1646
"G32051800","2018","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",78774,4611,3034,2469,4383,4059,4063,4341,4218,3673,6919,8577,10355,7652,3949,4897,1574,"North Las Vegas city, Nevada",3099,989,1123,704,1232,1147,1073,1030,1043,924,1202,1452,1771,1391,1046,1237,608
"G32054600","2018","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",93956,7621,4459,4353,5885,5640,6206,5871,6292,3940,9636,8677,8923,6700,3430,3109,3214,"Paradise CDP, Nevada",3005,1333,1119,1124,1461,1275,1407,1477,1350,937,1533,1795,1445,1337,815,901,906
"G32060600","2018","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",106970,5615,3939,4868,4674,4023,7068,5144,4967,4966,11893,11438,11703,8788,5982,6015,5887,"Reno city, Nevada",2714,1299,995,1158,1133,1030,1629,1172,1209,1299,2073,1486,1623,1456,1040,1151,1044
"G32068400","2018","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",39015,1927,1026,1376,1283,1032,1604,1733,1860,1754,3396,4779,5761,3944,3550,2460,1530,"Sparks city, Nevada",1796,860,453,634,623,549,505,735,780,650,1008,1061,1184,876,958,549,502
"G32068585","2018","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",80913,4123,3095,2397,2522,3741,5166,3498,6890,3524,7714,10986,11161,6286,2921,3781,3108,"Spring Valley CDP, Nevada",3775,962,1048,772,696,1053,1167,1063,1583,910,1613,1929,2110,1116,709,940,889
"G32071400","2018","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",61929,8117,3497,3194,4470,2929,3965,3828,3808,2979,4907,5777,6447,3996,1808,1608,599,"Sunrise Manor CDP, Nevada",2890,1418,984,836,1246,732,871,963,1118,758,1101,932,1281,833,595,581,221
"G33045140","2018","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",44286,2745,1790,1978,1311,2287,2377,2248,2105,1412,3776,4884,6992,3835,3037,2138,1371,"Manchester city, New Hampshire",2090,769,609,731,462,745,774,597,533,442,945,882,1263,953,839,654,466
"G33050260","2018","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",38520,2268,1403,1249,1835,1377,1692,1006,2144,777,2472,2693,6012,3844,3033,3120,3595,"Nashua city, New Hampshire",1933,869,762,692,825,705,798,456,823,452,950,849,1278,1017,996,785,956
"G34003580","2018","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",23743,1132,1167,961,812,924,1358,883,1022,649,2266,2265,3876,2190,1575,1607,1056,"Bayonne city, New Jersey",1769,584,570,682,563,488,653,449,446,366,867,770,1064,659,687,556,390
"G34010000","2018","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",23804,4684,2625,2936,1278,1739,2213,769,769,576,1581,999,1386,1213,323,406,307,"Camden city, New Jersey",1813,1328,946,894,640,735,857,573,532,411,783,465,661,704,244,303,282
"G34013690","2018","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",30647,956,1236,2134,1217,653,1187,762,520,1407,2165,2584,4747,2553,2659,2342,3525,"Clifton city, New Jersey",1367,478,652,933,640,456,591,530,308,757,705,694,1237,673,874,729,860
"G34019390","2018","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",22080,2595,1444,757,972,935,945,1173,1192,1626,1883,1662,2649,2324,303,846,774,"East Orange city, New Jersey",1730,875,683,397,458,567,487,566,611,679,740,583,943,658,192,416,421
"G34021000","2018","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",40118,2098,1497,2490,2753,2213,2058,2430,2003,2766,3366,4259,4502,2648,2004,2119,912,"Elizabeth city, New Jersey",1809,617,635,848,973,763,775,878,773,871,1072,1042,1107,821,762,825,404
"G34036000","2018","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",102353,9417,4521,4065,3189,3577,3232,3064,2928,4435,4923,8489,10844,8730,7848,9485,13606,"Jersey City city, New Jersey",2977,1723,1108,1374,951,1107,1093,875,884,1388,1126,1665,1771,1603,1407,1451,1693
"G34051000","2018","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",101689,13587,8092,7163,7543,6650,5264,4453,4709,2265,8950,8281,10353,6511,2760,3310,1798,"Newark city, New Jersey",2837,1996,1546,1224,1474,1598,1191,1189,1158,833,1932,1650,1686,1327,817,1154,734
"G34056550","2018","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",19761,1329,577,1400,1338,1745,1112,700,699,551,1679,1592,2543,2412,786,634,664,"Passaic city, New Jersey",1364,517,374,609,806,689,584,397,391,350,575,739,880,767,437,372,274
"G34057000","2018","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",48926,5097,3162,4335,1524,2039,2108,1776,2617,2205,3035,4711,6635,4371,1739,2102,1470,"Paterson city, New Jersey",2151,1166,988,1084,743,722,951,708,880,899,923,1040,1442,1109,659,1085,734
"G34073110","2018","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",34035,975,1242,1026,1255,1041,1965,1611,1215,894,2574,2179,4595,2882,3713,3284,3584,"Toms River CDP, New Jersey",1834,453,583,639,686,530,774,594,625,364,970,719,1054,779,1040,821,1006
"G34074000","2018","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",28900,5251,2452,2157,1206,1426,1585,1742,1329,1067,1844,2177,2699,1419,1241,741,564,"Trenton city, New Jersey",2314,1551,1010,836,671,689,814,799,685,677,839,929,1045,638,675,464,394
"G34074630","2018","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",23889,1849,665,1422,1588,1010,829,1532,1142,1366,2219,2680,2682,1557,1030,820,1498,"Union City city, New Jersey",1625,764,355,607,658,512,389,627,456,573,984,852,841,645,510,400,588
"G35002000","2018","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",228491,21153,12888,9342,13437,11725,11851,10522,10826,10021,17207,23364,24598,19839,10847,10534,10337,"Albuquerque city, New Mexico",3231,2603,1996,1668,2029,1841,1837,1673,2026,1664,2162,2164,2329,2328,1342,1482,1405
"G35039380","2018","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",43143,4097,3660,2913,5949,2473,2260,1068,2339,1385,2606,2777,4481,3574,1377,1307,877,"Las Cruces city, New Mexico",2010,1654,1252,1192,1890,809,893,649,1033,745,774,877,1255,1125,856,755,500
"G35063460","2018","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",36868,827,1128,1161,1585,1384,1690,2686,3405,1446,3543,5300,5070,3074,1414,1995,1160,"Rio Rancho city, New Mexico",1117,451,538,623,688,533,584,1073,1054,678,1067,1266,1048,901,512,600,479
"G35070500","2018","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",35764,1780,1260,1699,1292,2359,1876,1359,1859,1869,2526,3919,5146,2957,1688,1819,2356,"Santa Fe city, New Mexico",1358,602,502,681,541,693,740,520,702,489,775,766,1044,756,494,581,525
"G36001000","2018","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",42379,4970,1635,2994,3568,1751,2353,1961,2154,2651,2108,3997,3928,3302,1958,1623,1426,"Albany city, New York",1890,1352,711,928,1106,648,1016,865,926,1023,825,990,1021,990,628,533,612
"G36008026","2018","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",15076,821,390,451,449,506,703,357,321,592,1814,1193,1752,1915,1277,1447,1088,"Brentwood CDP, New York",1497,526,373,403,521,385,598,275,284,343,776,514,767,749,731,693,537
"G36011000","2018","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",109446,14675,8590,6567,7299,6177,8270,5651,4810,4835,7639,7988,12360,5882,3696,2681,2326,"Buffalo city, New York",3196,1902,1661,1235,1505,1383,1137,1207,1078,1044,1178,1410,1716,1219,824,820,643
"G36015000","2018","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",33108,1603,1202,1789,2222,1947,1810,1927,1648,1077,3834,4036,4407,2868,1192,1150,396,"Cheektowaga CDP, New York",2018,660,498,653,834,615,712,650,471,404,899,976,907,769,508,495,258
"G36049121","2018","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",25910,2594,1132,720,892,1361,859,1142,1162,1043,1385,2031,4273,2348,1788,1465,1715,"Mount Vernon city, New York",1696,906,606,377,467,552,451,721,587,504,585,689,1067,771,675,571,717
"G36050617","2018","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",26873,954,1191,866,1525,756,353,780,1231,1488,872,2322,2645,2997,1921,1612,5360,"New Rochelle city, New York",1705,640,559,525,703,346,321,465,602,806,530,778,832,919,825,618,988
"G36051000","2018","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3184496,284319,178644,141773,149053,116385,126091,108407,113325,99395,197147,258133,353682,268540,190002,237681,361919,"New York city, New York",11009,9865,8577,6143,7053,6204,6757,6151,5699,6554,7060,10885,11079,8385,6314,7875,7352
"G36063000","2018","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",84868,12106,8268,5370,6373,5051,4932,3446,4966,3109,5464,7299,8042,5047,2078,1905,1412,"Rochester city, New York",3296,1542,1486,954,1125,1002,1045,906,1125,982,981,1263,1276,1062,746,705,530
"G36065508","2018","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",24267,2061,2024,1163,1361,1416,1339,1410,1181,923,1833,2567,3172,1827,803,983,204,"Schenectady city, New York",1674,615,827,572,646,588,658,720,587,447,698,870,821,672,585,436,207
"G36073000","2018","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",53949,7096,4878,3054,4029,2775,3702,2390,2725,2728,3781,4439,5038,3079,1383,1978,874,"Syracuse city, New York",2128,1248,1061,787,748,742,1126,730,812,933,860,930,980,757,393,660,411
"G36084000","2018","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",79178,5965,4124,4459,3876,3537,2749,3443,3178,2561,5515,6773,8735,7817,4283,4853,7310,"Yonkers city, New York",2388,1516,1035,1317,1075,983,1048,1174,985,939,1339,1433,1319,1376,1260,1047,1019
"G37002140","2018","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",40968,1902,2527,1728,1879,2998,3527,1994,1976,1465,2659,4780,4625,3223,1072,2293,2320,"Asheville city, North Carolina",2271,701,788,773,831,1002,978,742,735,533,831,1286,1106,672,466,818,631
"G37010740","2018","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",64171,1655,571,1192,1522,858,1782,1518,1411,1477,4336,6788,8244,6725,6083,8261,11748,"Cary town, North Carolina",1932,738,325,639,648,350,660,555,671,559,937,1483,1327,1208,1044,1173,1325
"G37012000","2018","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",335918,17524,11017,11176,17116,15190,16387,15171,16251,14929,30880,30710,40508,29341,17568,21453,30697,"Charlotte city, North Carolina",4538,2292,1893,1826,2210,1999,2410,1986,2275,1992,3209,2884,3013,2384,1868,2211,2468
"G37014100","2018","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",33523,1374,1466,1925,1107,1432,1069,998,1619,1330,2421,2591,6166,3856,2082,1901,2186,"Concord city, North Carolina",1754,519,633,747,523,690,495,438,579,634,844,985,1321,980,646,731,748
"G37019000","2018","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",112342,6496,4486,3601,5953,6915,6789,6823,4207,4245,9685,10096,14072,8833,5987,6326,7828,"Durham city, North Carolina",2632,1620,1317,1028,1351,1595,1629,1643,1352,1298,1710,1761,2235,1549,1263,1024,1293
"G37022920","2018","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",81665,6962,4805,4757,5005,4891,4109,5007,4887,4485,6854,8545,8385,5165,3226,2471,2111,"Fayetteville city, North Carolina",2198,1047,993,995,909,987,887,928,910,892,1200,1157,1235,948,792,681,564
"G37025580","2018","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",30725,2521,1714,2293,1620,2623,1334,937,1294,1454,2365,3573,3134,2540,1419,795,1109,"Gastonia city, North Carolina",1496,737,635,906,683,800,484,424,646,547,818,955,771,688,569,348,392
