GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017
"G3701610","2005-2009","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",26352,3304,1995,2211,2144,1728,1835,1662,1375,1312,2399,2324,2177,984,359,286,257,"Rutherford County, North Carolina",639,380,292,366,330,246,329,270,265,272,398,333,322,215,93,106,96
"G3701630","2005-2009","NC",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37163","Sampson County, North Carolina",22624,2674,1945,1955,1618,1622,1576,1097,1006,1175,1719,2016,2169,1042,507,231,272,"Sampson County, North Carolina",409,286,251,262,230,238,237,226,175,201,204,244,230,182,121,70,92
"G3701650","2005-2009","NC",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37165","Scotland County, North Carolina",13233,2233,1298,827,1334,669,754,798,466,689,887,1183,994,534,295,152,120,"Scotland County, North Carolina",419,277,246,196,271,180,182,190,183,191,207,220,176,159,123,69,68
"G3701670","2005-2009","NC",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37167","Stanly County, North Carolina",22717,1724,1719,1418,1530,1333,1387,1470,1142,1239,1869,2604,2674,1319,657,256,376,"Stanly County, North Carolina",503,252,278,220,260,219,247,256,228,207,291,267,341,243,146,73,117
"G3701690","2005-2009","NC",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37169","Stokes County, North Carolina",18100,1290,1352,1231,1387,1311,1324,1161,980,772,1669,2044,1945,853,354,295,132,"Stokes County, North Carolina",395,294,244,236,269,193,239,241,214,161,296,283,261,207,129,117,74
"G3701710","2005-2009","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",28681,3130,2379,2399,2095,2085,1737,1487,1586,1381,2131,3113,2568,1222,638,386,344,"Surry County, North Carolina",549,352,329,302,295,268,263,256,255,253,285,347,329,246,152,109,104
"G3701730","2005-2009","NC",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37173","Swain County, North Carolina",5608,803,380,420,524,505,313,177,302,230,458,487,590,191,65,140,23,"Swain County, North Carolina",340,197,132,154,139,177,126,99,134,129,139,160,169,103,47,89,21
"G3701750","2005-2009","NC",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37175","Transylvania County, North Carolina",12613,1050,1067,862,905,899,935,806,499,510,1001,1225,1361,670,362,234,227,"Transylvania County, North Carolina",518,230,269,227,261,197,248,215,196,152,200,222,230,173,174,95,89
"G3701770","2005-2009","NC",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37177","Tyrrell County, North Carolina",1744,247,107,225,215,69,120,118,96,66,142,102,124,5,32,63,13,"Tyrrell County, North Carolina",196,158,146,93,112,54,71,96,96,45,86,67,80,8,44,60,21
"G3701790","2005-2009","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",62005,3248,2314,2412,2643,2922,3362,2957,3032,3181,4886,7301,8664,5423,3228,3131,3301,"Union County, North Carolina",581,485,307,334,369,329,380,393,375,354,393,507,635,433,343,328,349
"G3701810","2005-2009","NC",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37181","Vance County, North Carolina",16107,2378,1415,1338,1018,1100,1069,1077,923,655,1178,1395,1219,704,330,171,137,"Vance County, North Carolina",433,325,233,252,218,257,224,228,214,160,226,216,198,147,132,84,61
"G3701830","2005-2009","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",310280,14542,11304,11661,13580,13732,14912,13810,14671,13831,23746,31943,42744,31444,20601,20206,17553,"Wake County, North Carolina",1665,809,674,863,789,801,881,903,819,905,897,1119,1265,1089,835,832,815
"G3701850","2005-2009","NC",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37185","Warren County, North Carolina",7594,1420,724,595,521,757,347,465,292,181,585,651,434,234,140,101,147,"Warren County, North Carolina",286,260,172,162,186,198,110,157,87,76,132,156,116,120,98,78,83
"G3701870","2005-2009","NC",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37187","Washington County, North Carolina",4936,956,413,342,348,170,445,173,177,317,339,405,389,112,195,119,36,"Washington County, North Carolina",297,234,153,132,125,81,171,74,95,132,115,154,120,81,104,70,35
"G3701890","2005-2009","NC",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37189","Watauga County, North Carolina",18497,3039,1428,1570,1420,1080,1004,936,810,647,1292,1398,1679,828,431,519,416,"Watauga County, North Carolina",621,460,297,339,278,253,207,255,178,176,247,288,273,190,123,139,130
"G3701910","2005-2009","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",44851,4955,3007,2638,2815,3016,3122,2665,2776,2146,3943,4888,4224,2480,992,650,534,"Wayne County, North Carolina",673,375,277,332,317,387,333,301,313,298,450,355,332,291,184,139,122
"G3701930","2005-2009","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",26614,3127,2488,2197,2207,1979,1552,1344,1248,1114,2377,2660,2322,1040,444,222,293,"Wilkes County, North Carolina",560,402,370,303,289,284,262,203,260,177,354,309,298,190,124,81,92
"G3701950","2005-2009","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",30399,3615,2246,1887,2329,1859,2060,1675,1692,1420,2491,2437,3202,1571,853,683,379,"Wilson County, North Carolina",650,390,311,292,343,268,355,275,286,258,355,304,341,218,177,170,115
"G3701970","2005-2009","NC",,,"North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37197","Yadkin County, North Carolina",14822,1311,1295,999,1079,937,1346,776,661,634,1439,1606,1312,704,464,190,69,"Yadkin County, North Carolina",356,232,229,215,195,196,255,182,145,164,253,224,187,140,170,83,46
"G3701990","2005-2009","NC",,,"North Carolina","37","Yancey County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37199","Yancey County, North Carolina",7412,861,658,598,469,493,636,634,262,299,767,786,519,232,109,54,35,"Yancey County, North Carolina",349,224,196,171,157,164,195,177,105,157,183,222,188,131,59,38,32
"G3800010","2005-2009","ND",,,"North Dakota","38","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38001","Adams County, North Dakota",1001,121,69,127,77,57,44,31,57,60,86,116,100,24,9,17,6,"Adams County, North Dakota",115,46,32,45,31,28,23,24,26,36,32,47,40,16,6,12,6
"G3800030","2005-2009","ND",,,"North Dakota","38","Barnes County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38003","Barnes County, North Dakota",4992,372,389,303,371,221,441,292,287,206,450,605,456,290,94,119,96,"Barnes County, North Dakota",212,95,108,93,106,72,100,83,72,73,117,115,88,102,46,61,43
"G3800050","2005-2009","ND",,,"North Dakota","38","Benson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38005","Benson County, North Dakota",2362,454,231,197,132,145,180,104,83,92,201,210,210,63,31,19,10,"Benson County, North Dakota",100,68,52,45,36,45,48,36,36,35,47,50,52,27,18,12,9
"G3800070","2005-2009","ND",,,"North Dakota","38","Billings County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38007","Billings County, North Dakota",380,29,6,4,29,19,31,16,23,23,42,36,45,36,6,16,19,"Billings County, North Dakota",37,16,10,5,16,18,19,12,15,15,19,16,22,23,8,12,11
"G3800090","2005-2009","ND",,,"North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38009","Bottineau County, North Dakota",2862,318,230,187,131,182,216,183,123,138,161,226,420,144,61,63,79,"Bottineau County, North Dakota",291,112,75,64,46,62,72,62,44,45,57,59,77,50,30,46,40
"G3800110","2005-2009","ND",,,"North Dakota","38","Bowman County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38011","Bowman County, North Dakota",1304,96,96,73,112,43,52,60,95,75,110,123,153,105,30,61,20,"Bowman County, North Dakota",88,37,37,30,45,17,25,22,34,32,41,27,42,34,19,25,11
"G3800130","2005-2009","ND",,,"North Dakota","38","Burke County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38013","Burke County, North Dakota",1013,50,76,74,56,95,44,36,60,23,102,129,113,60,32,40,23,"Burke County, North Dakota",134,23,30,37,21,33,16,15,19,11,28,44,55,22,19,18,18
"G3800150","2005-2009","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",31717,1702,1453,1688,2142,1714,2045,1549,1622,1292,2886,3763,4502,2538,1302,762,757,"Burleigh County, North Dakota",438,277,238,240,307,269,302,211,242,196,348,355,378,218,220,137,152
"G3800170","2005-2009","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",61067,5415,3797,3682,3331,4235,3578,3182,2861,2834,4665,6669,6986,4394,2100,1486,1852,"Cass County, North Dakota",764,572,411,459,389,493,439,371,322,348,381,535,444,406,275,232,210
"G3800190","2005-2009","ND",,,"North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38019","Cavalier County, North Dakota",1760,118,115,140,75,66,142,101,99,62,203,237,178,54,55,81,34,"Cavalier County, North Dakota",106,43,38,50,37,32,47,39,45,28,63,57,56,23,23,43,27
"G3800210","2005-2009","ND",,,"North Dakota","38","Dickey County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38021","Dickey County, North Dakota",2188,271,185,169,188,92,120,140,74,140,166,223,244,79,45,23,29,"Dickey County, North Dakota",144,69,60,61,50,35,53,55,37,48,48,63,51,34,24,17,20
"G3800230","2005-2009","ND",,,"North Dakota","38","Divide County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38023","Divide County, North Dakota",898,52,50,72,81,45,62,26,36,66,41,108,114,31,7,73,34,"Divide County, North Dakota",79,26,33,29,32,25,28,16,24,30,20,34,38,18,10,36,32
"G3800250","2005-2009","ND",,,"North Dakota","38","Dunn County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38025","Dunn County, North Dakota",1306,96,71,74,81,71,107,71,78,56,92,161,149,92,27,52,28,"Dunn County, North Dakota",101,35,29,26,37,25,38,31,40,23,34,46,44,35,14,25,17
"G3800270","2005-2009","ND",,,"North Dakota","38","Eddy County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38027","Eddy County, North Dakota",1051,109,109,26,58,91,85,67,54,40,161,75,79,55,17,12,13,"Eddy County, North Dakota",62,34,34,11,20,28,24,28,20,17,44,23,23,21,11,8,9
"G3800290","2005-2009","ND",,,"North Dakota","38","Emmons County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38029","Emmons County, North Dakota",1631,159,143,143,132,117,159,93,57,83,111,184,122,65,25,15,23,"Emmons County, North Dakota",85,44,35,45,37,44,62,24,16,30,40,60,33,22,15,12,13
"G3800310","2005-2009","ND",,,"North Dakota","38","Foster County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38031","Foster County, North Dakota",1617,144,101,145,124,106,65,103,107,100,146,135,174,73,25,31,38,"Foster County, North Dakota",81,52,38,46,47,49,34,38,36,34,53,41,46,31,18,30,25
"G3800330","2005-2009","ND",,,"North Dakota","38","Golden Valley County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38033","Golden Valley County, North Dakota",748,71,139,55,40,82,39,36,43,35,38,74,45,20,19,3,9,"Golden Valley County, North Dakota",60,32,41,26,19,40,19,25,13,15,20,29,24,11,15,5,8
"G3800350","2005-2009","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",26817,2985,1869,1777,1810,1451,1533,1233,1508,1273,2578,2744,2682,1547,725,610,492,"Grand Forks County, North Dakota",531,296,283,291,300,267,247,237,244,201,379,291,260,171,158,121,96
"G3800370","2005-2009","ND",,,"North Dakota","38","Grant County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38037","Grant County, North Dakota",1169,107,92,71,48,67,112,59,72,70,100,144,111,44,25,28,19,"Grant County, North Dakota",151,31,34,24,17,26,63,28,37,27,35,52,43,19,17,11,11
"G3800390","2005-2009","ND",,,"North Dakota","38","Griggs County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38039","Griggs County, North Dakota",1166,111,103,85,73,55,77,105,83,72,98,124,53,57,26,10,34,"Griggs County, North Dakota",87,50,54,30,26,25,28,44,59,27,27,35,22,27,18,9,25
"G3800410","2005-2009","ND",,,"North Dakota","38","Hettinger County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38041","Hettinger County, North Dakota",1197,74,117,98,83,75,66,113,51,41,130,174,74,49,17,17,18,"Hettinger County, North Dakota",59,26,34,48,29,33,30,36,23,20,36,48,28,23,10,11,13
"G3800430","2005-2009","ND",,,"North Dakota","38","Kidder County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38043","Kidder County, North Dakota",1142,144,96,91,70,56,88,46,48,78,104,101,97,41,44,19,19,"Kidder County, North Dakota",96,32,36,32,23,20,36,16,24,26,47,32,22,18,17,10,10
"G3800450","2005-2009","ND",,,"North Dakota","38","LaMoure County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38045","LaMoure County, North Dakota",1895,126,143,143,102,160,105,143,67,131,184,165,200,81,43,60,42,"LaMoure County, North Dakota",139,32,32,65,28,57,43,45,22,36,42,34,49,27,21,23,18
"G3800470","2005-2009","ND",,,"North Dakota","38","Logan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38047","Logan County, North Dakota",788,78,54,70,49,39,69,24,53,30,83,91,62,31,10,26,19,"Logan County, North Dakota",117,29,23,21,15,19,28,13,26,13,34,27,24,12,12,19,15
"G3800490","2005-2009","ND",,,"North Dakota","38","McHenry County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38049","McHenry County, North Dakota",2579,271,205,199,219,117,210,125,101,151,272,278,190,94,79,42,26,"McHenry County, North Dakota",81,50,54,71,49,38,51,41,41,57,73,58,45,26,40,22,16
"G3800510","2005-2009","ND",,,"North Dakota","38","McIntosh County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38051","McIntosh County, North Dakota",1232,119,107,66,119,86,87,55,68,81,103,118,125,39,37,9,13,"McIntosh County, North Dakota",119,38,33,23,44,26,31,20,23,28,31,26,33,20,18,8,10
"G3800530","2005-2009","ND",,,"North Dakota","38","McKenzie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38053","McKenzie County, North Dakota",2298,131,195,133,176,99,73,129,130,211,185,248,238,128,35,110,77,"McKenzie County, North Dakota",104,46,68,52,69,45,30,45,63,88,51,70,70,56,20,46,35
"G3800550","2005-2009","ND",,,"North Dakota","38","McLean County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38055","McLean County, North Dakota",3851,323,237,218,209,231,168,195,170,143,451,432,580,270,98,83,43,"McLean County, North Dakota",289,95,56,77,67,61,48,54,45,40,113,66,96,51,40,29,23
"G3800570","2005-2009","ND",,,"North Dakota","38","Mercer County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38057","Mercer County, North Dakota",3640,299,118,190,235,131,178,145,178,132,315,504,504,426,133,102,50,"Mercer County, North Dakota",127,94,64,56,91,61,69,64,92,64,94,127,93,92,57,40,27
"G3800590","2005-2009","ND",,,"North Dakota","38","Morton County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38059","Morton County, North Dakota",10578,607,686,525,741,435,750,357,752,569,942,1273,1603,804,250,195,89,"Morton County, North Dakota",188,164,152,136,159,127,206,105,161,162,201,186,224,168,88,76,49
"G3800610","2005-2009","ND",,,"North Dakota","38","Mountrail County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38061","Mountrail County, North Dakota",2559,225,210,135,89,172,151,113,151,84,175,355,255,206,132,50,56,"Mountrail County, North Dakota",121,60,70,50,39,58,57,44,51,38,47,76,67,63,46,26,25
"G3800630","2005-2009","ND",,,"North Dakota","38","Nelson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38063","Nelson County, North Dakota",1497,127,144,143,137,88,94,63,88,107,140,155,119,50,17,15,10,"Nelson County, North Dakota",109,41,48,45,45,28,37,22,39,37,45,47,36,22,11,10,10
"G3800650","2005-2009","ND",,,"North Dakota","38","Oliver County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38065","Oliver County, North Dakota",729,40,49,15,31,16,24,45,57,37,46,124,129,76,17,9,14,"Oliver County, North Dakota",76,27,29,12,21,11,36,20,26,18,23,55,41,23,10,9,10
"G3800670","2005-2009","ND",,,"North Dakota","38","Pembina County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38067","Pembina County, North Dakota",3389,266,161,207,176,266,212,201,196,136,357,433,456,141,81,40,60,"Pembina County, North Dakota",274,70,50,79,65,81,49,69,55,37,81,95,64,42,32,15,32
"G3800690","2005-2009","ND",,,"North Dakota","38","Pierce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38069","Pierce County, North Dakota",1747,209,136,186,149,89,113,123,129,34,129,205,159,55,13,6,12,"Pierce County, North Dakota",330,96,62,70,80,56,69,74,55,30,58,79,66,45,18,17,18
"G3800710","2005-2009","ND",,,"North Dakota","38","Ramsey County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38071","Ramsey County, North Dakota",4900,405,395,186,326,351,266,327,327,143,555,439,516,342,138,120,64,"Ramsey County, North Dakota",231,125,101,59,124,129,81,99,98,68,135,97,117,88,73,82,36
"G3800730","2005-2009","ND",,,"North Dakota","38","Ransom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38073","Ransom County, North Dakota",2432,190,167,186,110,191,92,145,184,106,187,319,348,125,43,27,12,"Ransom County, North Dakota",121,65,63,56,32,60,36,38,66,37,49,68,69,52,20,18,10
"G3800750","2005-2009","ND",,,"North Dakota","38","Renville County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38075","Renville County, North Dakota",1082,41,38,54,127,66,81,77,95,68,83,151,88,26,33,39,15,"Renville County, North Dakota",76,22,23,24,33,25,47,25,33,33,26,40,27,16,17,28,11
"G3800770","2005-2009","ND",,,"North Dakota","38","Richland County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38077","Richland County, North Dakota",6677,637,387,290,346,484,357,433,349,519,473,694,872,462,156,119,99,"Richland County, North Dakota",299,173,99,81,102,109,83,115,95,171,89,113,124,93,49,49,43
"G3800790","2005-2009","ND",,,"North Dakota","38","Rolette County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38079","Rolette County, North Dakota",4515,817,487,282,262,362,316,163,187,153,322,491,359,163,23,108,20,"Rolette County, North Dakota",134,110,111,72,76,101,105,55,68,63,84,123,97,66,19,39,12
"G3800810","2005-2009","ND",,,"North Dakota","38","Sargent County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38081","Sargent County, North Dakota",1820,100,132,56,90,161,94,103,120,85,245,210,224,115,27,40,18,"Sargent County, North Dakota",71,33,51,20,44,40,31,38,34,31,46,43,46,39,17,17,13
"G3800830","2005-2009","ND",,,"North Dakota","38","Sheridan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38083","Sheridan County, North Dakota",686,41,82,78,36,44,50,52,47,26,68,72,48,23,5,4,10,"Sheridan County, North Dakota",69,22,31,30,18,14,25,19,27,12,24,36,20,13,5,6,7
"G3800850","2005-2009","ND",,,"North Dakota","38","Sioux County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38085","Sioux County, North Dakota",1028,198,68,104,75,72,62,76,50,13,96,78,67,25,25,10,9,"Sioux County, North Dakota",48,45,36,39,31,28,27,35,26,14,33,33,31,15,18,11,10
"G3800870","2005-2009","ND",,,"North Dakota","38","Slope County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38087","Slope County, North Dakota",325,33,19,19,15,32,26,7,18,9,41,35,40,12,6,10,3,"Slope County, North Dakota",36,13,12,11,10,22,15,7,13,7,23,15,14,8,6,9,4
