GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAACE001,AAACE002,AAACE003,AAACE004,AAACE005,AAACE006,AAACE007,AAACE008,AAACE009,AAACE010,AAACE011,AAACE012,AAACE013,AAACE014,AAACE015,AAACE016,AAACE017,AAACE018,AAACE019,AAACE020,AAACE021,AAACE022,AAACE023,AAACE024,AAACE025,AAACE026,AAACE027,AAACE028,AAACE029,AAACE030,AAACE031,AAACE032,AAACE033,AAACE034,AAACE035,AAACE036,AAACE037,AAACE038,AAACE039,AAACE040,AAACE041,AAACE042,AAACE043,AAACE044,AAACE045,AAACE046,AAACE047,AAACE048,AAACE049,NAME_M,AAACM001,AAACM002,AAACM003,AAACM004,AAACM005,AAACM006,AAACM007,AAACM008,AAACM009,AAACM010,AAACM011,AAACM012,AAACM013,AAACM014,AAACM015,AAACM016,AAACM017,AAACM018,AAACM019,AAACM020,AAACM021,AAACM022,AAACM023,AAACM024,AAACM025,AAACM026,AAACM027,AAACM028,AAACM029,AAACM030,AAACM031,AAACM032,AAACM033,AAACM034,AAACM035,AAACM036,AAACM037,AAACM038,AAACM039,AAACM040,AAACM041,AAACM042,AAACM043,AAACM044,AAACM045,AAACM046,AAACM047,AAACM048,AAACM049
"G26069035","2014","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",73120,36394,2827,2924,2012,1991,1297,204,326,1796,1354,1553,2480,2748,2221,2529,2833,879,1297,707,1017,1662,659,448,630,36726,2054,2016,2858,1359,948,384,576,849,1391,1953,2086,3109,2237,2713,2477,1360,1405,1206,884,1303,1129,855,1574,"Rochester Hills city, Michigan",29,1471,1016,910,750,532,592,220,260,702,504,600,769,707,591,670,733,381,419,347,411,471,287,236,355,1477,841,628,583,739,450,408,344,318,529,697,715,775,590,526,551,505,627,455,355,471,429,492,522
"G26074900","2014","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",73001,31235,1832,2507,1441,1185,841,299,254,1151,2255,1538,2020,2117,1697,2298,2887,465,1282,847,1018,1367,698,818,418,41766,1436,884,2594,744,547,788,430,1717,3189,3197,2348,2220,2906,3193,3941,1126,2064,1457,1345,2145,1360,983,1152,"Southfield city, Michigan",27,1562,686,695,534,462,482,302,232,449,639,541,625,634,584,591,736,284,500,327,374,408,341,452,270,1561,601,450,670,346,342,390,358,683,889,741,871,679,634,735,700,438,550,558,496,513,403,435,314
"G26076460","2014","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",131729,64721,3304,3501,4276,1997,1685,930,899,3649,5413,5019,3288,4297,4259,4820,4595,1618,2089,1307,1257,1950,2263,1228,1077,67008,3093,3151,3289,2776,1945,605,811,2750,4111,3893,3965,4375,4565,6064,4500,1845,2517,1157,1819,2963,2576,2141,2097,"Sterling Heights city, Michigan",47,1768,1030,1016,1037,755,658,331,442,952,1261,1007,736,1017,973,901,889,550,679,503,528,554,579,455,429,1770,758,919,839,740,640,306,496,738,986,957,978,970,887,1005,829,627,608,393,518,653,661,620,670
"G26080700","2014","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",83120,41290,2005,2769,2879,1773,1252,357,286,2142,1881,2591,2633,2654,3275,3534,2662,1146,1710,1229,762,1355,1313,440,642,41830,1555,2320,2685,1921,614,710,555,1087,2415,2485,1980,2972,3207,3582,3321,1446,1569,1387,679,1858,1274,1360,848,"Troy city, Michigan",55,1621,597,789,679,416,444,239,205,672,644,736,551,614,729,686,621,352,465,408,286,374,477,208,333,1619,551,689,852,568,334,439,319,412,569,792,602,615,741,726,631,539,442,421,288,475,441,490,412
"G26084000","2014","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",135099,65255,4071,5326,4167,2951,1854,990,749,2053,4812,4070,2963,4118,5346,5690,4047,2056,2076,1513,1508,1750,1176,928,1041,69844,3910,3915,4577,2815,1477,704,1104,2977,4150,4760,3674,4878,4748,5645,4148,2437,2193,1148,1720,2175,1947,1897,2845,"Warren city, Michigan",27,1886,986,1198,893,728,597,444,443,708,962,970,847,886,920,888,756,689,600,550,470,581,418,333,365,1887,843,1057,890,736,525,490,497,779,1023,989,974,997,833,944,726,671,533,390,477,469,551,526,804
"G26086000","2014","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",82318,39191,1793,2240,1968,1298,520,576,553,2625,2839,2099,2623,2834,2588,3742,2843,1240,1047,691,1134,1445,1094,707,692,43127,2373,1828,1598,1919,1278,758,769,1856,2879,2581,2498,2437,2657,3379,2961,815,1885,818,1282,2073,1781,960,1742,"Westland city, Michigan",34,1709,575,634,741,609,311,347,410,1210,934,701,771,722,631,836,657,557,456,365,385,444,403,374,390,1707,1028,633,539,529,513,433,405,742,993,595,670,639,679,991,810,368,640,336,413,567,686,470,585
"G26088940","2014","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",74820,36066,3384,1805,2165,1575,675,295,691,1450,4093,2718,2589,1672,2624,2936,1832,1056,1163,554,517,906,410,491,465,38754,2525,3450,2818,1339,581,326,297,2790,3520,2424,2499,1946,2232,2856,2958,877,984,876,550,582,823,530,971,"Wyoming city, Michigan",29,1707,968,542,795,692,338,286,418,632,1190,849,652,627,1046,711,475,570,520,359,283,501,374,304,317,1710,748,1017,845,614,315,260,304,852,962,753,736,774,703,810,787,457,514,386,321,306,339,247,467
"G27006616","2014","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",86319,43282,1845,2368,2048,1168,705,90,627,2590,3458,3957,2190,2254,3239,2856,3879,1319,1583,600,1513,1540,854,1423,1176,43037,2261,1159,1951,1385,689,471,166,1370,3375,3255,2103,2547,2741,2925,3625,1269,1967,759,1908,1804,1330,2047,1930,"Bloomington city, Minnesota",30,1671,529,663,764,527,413,108,354,944,977,906,784,606,823,733,732,351,587,286,453,498,367,522,546,1670,760,562,651,526,356,408,157,607,844,686,720,685,702,655,866,454,524,355,655,506,433,703,631
"G27007966","2014","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",78741,35686,3213,2718,2529,2189,813,148,290,1854,2356,2893,3738,1982,2385,2295,2254,617,681,728,652,815,419,39,78,43055,3385,3787,4043,1581,810,254,882,1686,4187,2756,3048,3012,2394,2065,2352,681,1159,587,959,1181,1075,587,584,"Brooklyn Park city, Minnesota",51,1735,1085,748,1059,775,383,143,255,855,838,842,1011,646,709,606,680,370,389,309,344,375,249,64,91,1735,869,897,1046,530,500,193,660,735,1088,665,779,746,605,604,659,297,480,394,466,478,480,411,345
"G27017000","2014","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",86242,43333,3001,1698,2058,1627,2226,1738,1083,4079,2644,2500,2584,2452,2168,2265,2727,1204,1501,617,1228,1306,701,830,1096,42909,1584,1771,2365,858,2293,1669,1548,3051,3300,2664,2220,2138,2030,2386,2762,1479,1538,802,814,1849,1168,1068,1552,"Duluth city, Minnesota",28,1042,524,485,535,460,470,856,427,1172,537,509,691,631,447,576,543,377,415,265,388,338,255,351,402,1035,523,611,621,308,419,460,515,691,611,492,642,512,418,515,530,429,399,390,280,443,341,376,467
"G27017288","2014","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",66087,32739,2051,2576,2293,993,710,419,146,1127,2358,2152,2714,2386,2559,3453,2244,538,852,561,696,928,194,555,234,33348,1268,2653,1902,1309,359,164,390,1183,2576,2941,2532,2332,1468,3718,2079,1080,830,590,839,976,712,796,651,"Eagan city, Minnesota",31,1157,778,723,568,373,402,238,169,446,603,560,672,690,568,579,569,300,434,255,264,354,147,290,164,1153,418,540,602,423,263,153,292,535,540,648,551,707,432,545,477,365,318,241,303,291,265,312,441
"G27040166","2014","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",66949,32292,1858,2721,2689,1443,308,0,146,612,2169,2192,2675,2149,1758,3570,2660,754,1461,820,478,880,319,268,362,34657,2124,2398,2187,1171,592,0,426,817,1864,2872,2029,3384,2221,2843,2662,899,1738,939,1018,1457,206,375,435,"Maple Grove city, Minnesota",25,1369,713,909,869,553,227,141,179,411,809,755,926,795,710,926,787,395,619,366,368,416,265,221,329,1369,762,832,928,532,397,141,395,439,738,776,800,1182,705,685,830,466,649,434,465,624,156,297,307
"G27043000","2014","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",407181,205891,15448,12469,9700,5599,7831,3242,4139,12760,25723,21026,15903,13585,11581,11718,10384,3908,5118,3291,3426,3563,2108,1574,1795,201290,14724,10047,8896,5699,7475,4871,3746,12056,23112,20801,14283,11663,11617,13216,11190,4241,5620,3123,3640,4474,2447,1872,2477,"Minneapolis city, Minnesota",95,3314,1698,1786,1324,1057,1085,1247,1085,1712,2380,1365,1413,1680,1373,1289,1236,841,956,599,765,803,567,524,538,3309,1493,1539,1640,839,1208,1284,947,1365,1648,1539,1533,1520,1059,1340,1341,830,848,669,664,796,716,511,626
"G27051730","2014","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",75065,34760,2482,2595,1626,1409,425,434,76,1456,2100,2433,3473,1552,2920,2183,2688,1195,848,1044,925,1543,279,488,586,40305,3074,3521,2558,1723,662,80,459,697,3289,3447,2294,2650,2051,2567,2040,994,1483,933,1353,1738,1207,459,1026,"Plymouth city, Minnesota",39,1515,844,698,614,393,259,295,126,817,637,705,807,490,799,574,786,489,387,563,408,585,197,268,404,1513,911,1307,817,604,388,133,494,308,1036,792,648,788,575,584,594,372,557,424,514,605,532,253,593
"G27054880","2014","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",111398,54456,4437,3867,3105,1865,886,602,393,1762,4478,5276,4175,3009,3362,3971,3521,986,2150,976,933,1409,1446,1026,821,56942,3733,4117,3507,1360,1285,154,949,2679,4212,4970,3312,3208,3155,4246,3798,718,2040,1212,1502,1896,1757,1437,1695,"Rochester city, Minnesota",36,1142,546,657,690,445,389,357,276,492,583,734,710,745,532,599,609,445,571,358,321,349,417,293,312,1143,586,755,807,420,363,134,436,479,390,714,608,706,674,521,666,301,499,404,421,400,445,527,475
"G27056896","2014","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",64221,34536,1358,2026,1343,677,1847,801,2105,2952,3122,3027,2165,1887,1621,2150,2651,777,490,374,728,1163,546,299,427,29685,1685,1166,1487,735,2543,947,964,2424,2007,1757,845,1896,1221,2168,2116,783,826,594,728,1107,460,425,801,"St. Cloud city, Minnesota",1773,1848,438,694,516,304,616,444,1157,909,780,614,609,536,472,675,650,458,293,216,380,404,291,202,332,1323,423,411,463,318,668,555,608,771,517,420,355,642,430,510,624,575,366,278,338,389,248,289,357
"G27058000","2014","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",297644,145625,10921,11639,10869,5498,5341,2406,3176,7475,14259,12733,9340,7970,7531,8787,8561,3441,4563,1972,2364,2620,1841,987,1331,152019,11761,9999,11021,5519,3891,3878,3088,7835,14856,12616,9903,7754,8371,9634,7677,4348,4433,2159,2624,3437,2070,1842,3303,"St. Paul city, Minnesota",44,2249,1068,1261,1439,567,666,815,798,1110,1017,983,1042,1168,774,786,1101,808,822,473,611,563,561,373,480,2250,888,1375,1532,560,888,839,904,1187,924,953,1190,1082,845,865,981,951,870,466,598,735,522,556,717
"G27071428","2014","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",66799,31178,1959,2464,2420,1247,470,92,339,650,2964,2797,2071,2027,2534,2011,2376,410,893,418,515,1479,416,320,306,35621,2683,2949,2032,1202,941,90,271,1565,2759,2465,2310,2315,2422,2972,2289,1485,860,161,957,1189,790,411,503,"Woodbury city, Minnesota",34,1405,475,1040,820,553,305,150,357,438,727,898,724,676,758,523,778,228,383,340,415,527,306,259,267,1405,757,972,679,383,442,109,234,877,622,576,723,765,577,838,725,573,412,149,448,399,468,254,325
"G28029700","2014","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",71747,33872,2897,2100,1877,1496,714,1210,380,1850,2116,2470,2581,1163,2053,2363,2689,589,877,659,1177,720,929,565,397,37875,2384,2607,2263,1048,1358,372,451,1044,3131,2363,1964,2923,2496,1541,3215,1291,1832,682,1131,1029,872,1366,512,"Gulfport city, Mississippi",31,1328,780,870,741,565,463,698,325,721,687,677,903,656,465,572,818,405,417,316,573,450,474,357,276,1330,731,934,850,488,544,259,370,515,819,720,789,800,724,476,897,527,656,336,488,400,400,594,348
"G28036000","2014","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",171146,79557,6521,5383,6266,3835,2902,1158,2241,4212,6424,6088,3565,4971,3836,4627,5038,1374,2574,1407,1419,2433,758,1165,1360,91589,5485,5755,6430,4035,3054,1175,2307,4324,7274,7592,5225,5671,4717,5811,5944,2382,3033,1734,1870,2685,2055,1110,1921,"Jackson city, Mississippi",307,1544,731,1172,1080,639,560,578,670,921,838,682,816,910,645,770,967,505,762,490,403,638,399,459,489,1570,774,1018,1057,375,654,550,888,895,990,678,1114,872,626,775,961,588,707,491,651,620,651,404,667
"G29015670","2014","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",116892,55220,2809,2937,2838,1484,3815,1877,2783,6739,4618,4386,1742,4098,2415,2997,1787,1755,983,1070,782,1682,647,587,389,61672,3864,2666,3322,1875,4831,4385,3335,5262,3880,4145,2638,4429,2861,3035,2942,974,1513,619,732,2086,900,297,1081,"Columbia city, Missouri",53,1619,747,931,825,580,624,739,1213,1503,816,784,565,976,643,776,639,559,427,485,357,511,360,342,245,1617,643,838,812,591,764,1281,1168,1487,677,608,666,1046,790,789,875,469,624,369,364,597,506,249,398
"G29035000","2014","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",117503,56671,2813,3725,3965,2379,1054,938,755,1224,3473,4187,3750,3889,3063,4572,4825,1484,2210,1283,1500,1815,2073,1244,450,60832,2572,4143,2701,2320,1560,288,1070,2185,4150,3679,3341,3022,3169,5069,5126,1452,2845,1803,1964,2815,2365,2059,1134,"Independence city, Missouri",42,2320,900,1401,1131,613,430,560,419,518,1040,1043,1167,967,881,1153,1020,628,667,408,469,526,568,419,240,2317,831,1214,690,688,486,246,582,694,949,975,946,911,842,984,1026,495,629,657,507,551,645,765,524
"G29038000","2014","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",470816,229038,16528,14532,16719,8569,5051,3508,2932,10860,20982,17902,14914,14644,14536,16741,15833,4887,6918,2513,4890,6525,3993,2987,2074,241778,16510,15087,14293,8178,5498,3657,4479,10400,20220,20158,15525,15819,14624,16729,15090,4408,7615,5109,5107,7595,6210,4005,5462,"Kansas City city, Missouri",200,3174,1744,1701,1697,1017,791,923,825,1388,1769,1535,1618,1584,1529,1513,1650,1050,1247,576,1144,924,644,603,480,3172,1376,1624,1468,1073,922,1121,1131,1474,1435,1702,1644,1455,1375,1569,1613,815,1146,763,863,993,1005,682,937
"G29041348","2014","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",94627,45476,5037,3556,3027,1267,852,267,201,1480,3256,2219,2282,3121,3119,3867,2827,639,1848,1360,1089,1730,645,930,857,49151,3302,3481,4479,1565,608,483,254,977,3585,4157,2300,3342,3233,3291,3829,1320,2308,1072,1077,1526,1280,555,1127,"Lee's Summit city, Missouri",927,1970,1125,1002,1032,462,467,196,166,560,922,706,664,793,684,829,644,355,696,547,434,631,345,435,373,1878,884,998,888,697,339,461,242,393,950,978,730,821,765,858,1031,485,667,508,360,476,474,285,415
"G29054074","2014","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",83999,40841,3553,3396,3038,1956,792,541,631,1229,1837,3379,3805,3015,2675,3748,2672,837,579,768,429,662,587,414,298,43158,2766,3312,3716,1728,826,301,501,1667,2932,2814,3611,2989,2825,2910,3358,887,583,846,546,1083,1281,738,938,"O'Fallon city, Missouri",43,1728,841,700,818,620,381,463,393,456,630,846,853,618,827,649,695,390,288,545,280,329,345,273,224,1728,690,895,820,471,421,231,334,633,764,682,1063,867,685,564,695,374,280,374,289,413,569,427,511
"G29064082","2014","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",68087,33584,2180,1274,2351,1296,901,568,1043,2268,2323,2873,1655,1531,2832,1913,2340,840,1052,515,734,1042,534,722,797,34503,1301,1667,1204,830,2342,1124,480,1283,2809,2385,1518,1892,2138,2531,2549,1175,1487,565,665,1763,1112,1155,528,"St. Charles city, Missouri",30,1535,672,453,729,582,482,319,551,786,684,690,545,604,664,469,697,319,454,285,374,370,305,323,350,1536,528,606,483,522,784,491,309,524,860,708,492,684,636,772,556,451,502,331,319,481,466,442,261
"G29064550","2014","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",76529,37501,2675,3142,1871,1361,655,526,411,2144,3053,3313,2537,2478,2313,2511,2599,759,968,800,707,816,745,628,489,39028,3024,2658,1861,1284,1045,977,664,2118,2859,2271,2546,1625,2239,2921,2345,1079,1122,1009,769,1346,1011,1051,1204,"St. Joseph city, Missouri",1762,1374,555,771,587,306,372,280,236,507,649,900,730,623,307,262,454,315,460,326,297,278,287,252,230,1273,595,761,572,347,328,651,370,723,478,229,611,540,291,408,528,369,388,373,290,386,344,321,372
"G29065000","2014","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",317419,153044,11635,8011,8391,4799,4087,2636,2313,7068,15403,14614,11006,8849,9609,10580,10315,3855,5305,2357,3705,3036,2037,2222,1211,164375,9671,8750,7832,5012,4819,2100,2900,7621,16880,14821,9831,10710,9289,10966,11452,4449,5678,2774,3900,4501,3909,2720,3790,"St. Louis city, Missouri",0,841,559,1103,1052,389,378,761,768,894,441,632,1364,1293,428,426,1192,818,989,539,643,506,415,385,384,841,482,1256,1396,517,460,624,931,951,261,508,1272,1350,282,544,965,927,872,581,626,588,672,466,706
"G29070000","2014","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",165399,79999,4702,4911,4020,1909,2979,2331,2910,7072,6670,5620,4371,4965,4337,5118,4749,1290,1903,1198,1812,2075,1975,1498,1584,85400,4524,3806,3997,2357,4695,2578,2736,7757,6245,5510,3966,3725,3958,5749,4270,1191,2768,1332,2221,3976,2799,2195,3045,"Springfield city, Missouri",80,1696,997,1078,884,521,419,741,994,1250,776,958,943,1078,780,934,952,540,539,460,508,545,516,593,609,1697,919,807,819,617,705,813,716,1052,799,794,857,824,695,759,992,423,618,419,612,704,588,554,702
"G30006550","2014","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",108870,53550,4268,4483,2815,2211,1499,513,1135,2319,3799,4253,3236,3756,3004,2899,3794,1149,1545,857,1408,1388,1489,843,887,55320,3305,3670,3937,2027,1139,649,933,2391,3876,4665,3320,2758,3079,3102,3968,1660,1757,873,1319,1771,1637,1875,1609,"Billings city, Montana",26,972,583,974,825,517,315,256,602,697,508,580,812,859,529,500,812,495,497,378,543,458,422,320,382,979,630,597,701,428,486,430,524,658,447,605,758,738,392,465,771,612,580,431,477,556,592,665,518
"G30050200","2014","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",69824,33700,1431,1521,2150,895,1183,1086,1352,3082,2606,2260,2237,1961,2337,1543,2578,621,1349,824,719,472,507,281,705,36124,1201,1935,1866,1003,1743,892,2195,3117,2460,2090,2758,1584,1688,2160,2420,606,1494,438,705,1082,601,706,1380,"Missoula city, Montana",25,1071,463,532,695,297,473,744,897,797,770,586,612,663,592,616,635,350,504,443,464,316,536,250,532,1075,379,574,656,406,565,561,766,1042,570,606,768,565,483,462,603,322,421,203,379,627,338,399,596
"G31028000","2014","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",273002,134320,9444,9491,8392,3905,5261,3492,4099,9261,10480,10000,9500,8273,7850,7090,7778,3025,3351,1742,2671,3939,2385,1404,1487,138682,9142,8659,8598,4982,5683,4187,3128,9094,9241,10350,8214,8002,6655,8155,8680,3214,4236,2897,3513,3424,2705,2854,3069,"Lincoln city, Nebraska",28,1018,443,1091,990,386,626,874,996,1395,763,686,1064,980,529,425,921,683,646,473,506,747,423,505,439,1019,522,894,927,524,398,1110,1145,1396,408,618,960,903,500,482,950,706,649,586,647,576,614,541,669
"G31037000","2014","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",446618,221341,16111,16725,14698,9852,5947,3133,2211,11195,18970,17210,15315,13596,13540,14398,14480,4790,6082,4097,4591,5240,3798,2818,2544,225277,15632,16124,14320,8369,6052,4186,2477,9806,17938,16922,13966,13807,13374,14937,13895,5161,8009,3244,4810,7905,4587,3487,6269,"Omaha city, Nebraska",74,1512,1033,1470,1423,566,509,734,589,1068,720,881,1224,1370,620,587,1131,805,875,645,665,755,574,579,587,1503,906,1474,1416,589,537,969,726,1235,901,787,1389,1352,641,799,1234,839,955,735,725,873,758,623,875
"G32023770","2014","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",126438,59466,4449,5018,3897,3015,1773,666,791,1720,5025,5232,5434,4891,3868,4061,2531,1494,1708,544,1017,771,824,524,213,66972,5985,4722,5344,3049,1067,830,536,2574,5019,7400,6143,6704,4033,3060,2685,945,2148,1049,1294,1120,643,188,434,"Enterprise CDP, Nevada",10019,4816,1193,1271,1038,989,638,514,470,709,1243,1151,1175,1090,956,983,675,530,635,288,450,355,339,343,247,6526,1169,1170,1279,1097,536,542,405,1071,1147,1504,1200,1296,810,995,694,461,787,724,474,552,345,182,257
"G32031900","2014","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",277458,136868,7435,7634,8077,4793,2856,1624,825,4787,10970,8662,7951,10772,9870,10381,8363,4121,4461,3965,3896,7195,4250,2350,1630,140590,6299,9443,8295,4906,2094,1397,1829,5600,7850,9210,8806,10296,9125,9502,9370,4982,5121,3343,4203,7630,4874,3131,3284,"Henderson city, Nevada",75,3363,1483,1633,1436,1272,738,747,446,1248,1775,1684,1526,1419,1409,1708,1355,1028,1047,857,1042,1216,889,614,567,3361,1294,1846,1227,882,683,737,762,1337,1762,1508,1387,1499,1381,1612,1498,1356,962,747,777,1202,1018,672,880
