GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AQDCE001,AQDCE002,AQDCE003,AQDCE004,AQDCE005,AQDCE006,AQDCE007,AQDCE008,AQDCE009,AQDCE010,AQDCE011,AQDCE012,AQDCE013,AQDCE014,AQDCE015,AQDCE016,AQDCE017,AQDCE018,AQDCE019,AQDCE020,AQDCE021,AQDCE022,AQDCE023,AQDCE024,AQDCE025,AQDCE026,AQDCE027,NAME_M,AQDCM001,AQDCM002,AQDCM003,AQDCM004,AQDCM005,AQDCM006,AQDCM007,AQDCM008,AQDCM009,AQDCM010,AQDCM011,AQDCM012,AQDCM013,AQDCM014,AQDCM015,AQDCM016,AQDCM017,AQDCM018,AQDCM019,AQDCM020,AQDCM021,AQDCM022,AQDCM023,AQDCM024,AQDCM025,AQDCM026,AQDCM027
"G30050200","2022","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"1600000US3050200","3050200","Missoula city, Montana",19152,18678,0,52,238,0,154,146,287,672,571,206,646,430,967,384,1124,2172,1912,4497,2164,1614,373,0,69,0,474,"Missoula city, Montana",1372,1343,182,86,231,182,142,189,352,529,534,203,441,370,834,259,684,727,868,1044,844,609,341,182,111,182,418
"G31028000","2022","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"1600000US3128000","3128000","Lincoln city, Nebraska",53388,52019,0,262,81,312,434,235,1126,728,1375,2669,3359,2013,3270,1364,3225,6933,6059,10435,4006,3006,413,479,37,198,1369,"Lincoln city, Nebraska",2685,2794,174,196,139,371,339,290,942,430,609,1058,1028,831,1169,585,1350,1694,1290,1684,1145,747,343,365,62,194,772
"G31037000","2022","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"1600000US3137000","3137000","Omaha city, Nebraska",88261,86609,835,364,108,460,610,959,881,785,1056,1655,2796,4419,3237,4175,6663,10578,11902,17789,7586,8110,832,239,170,400,1652,"Omaha city, Nebraska",3439,3510,580,408,179,316,442,494,637,439,564,713,816,1207,1143,1153,1499,1799,1919,2416,1288,1724,433,182,121,234,618
"G32023770","2022","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"1600000US3223770","3223770","Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32031900","2022","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"1600000US3231900","3231900","Henderson city, Nevada",46164,45217,38,52,109,0,57,0,0,187,0,452,290,478,807,463,244,515,913,7245,8617,16013,6586,1477,496,178,947,"Henderson city, Nevada",3562,3531,63,91,181,228,97,228,228,193,228,346,251,295,531,659,163,567,486,1699,1436,2590,1544,749,444,179,424
"G32040000","2022","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"1600000US3240000","3240000","Las Vegas city, Nevada",99800,97902,428,0,1620,618,294,582,352,353,285,863,610,2154,1148,1881,2109,5971,5516,22061,19220,21616,6555,2564,667,435,1898,"Las Vegas city, Nevada",4205,4126,564,228,878,438,382,486,305,237,160,467,392,643,479,735,633,1448,1634,2581,2498,2432,1518,1076,538,258,785
"G32051800","2022","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"1600000US3251800","3251800","North Las Vegas city, Nevada",31259,30824,166,0,71,0,206,148,90,410,260,427,86,630,451,978,426,1541,2064,5395,4855,9611,2643,366,0,0,435,"North Las Vegas city, Nevada",3323,3269,206,228,117,228,230,239,153,367,326,411,108,516,379,977,367,640,748,1371,1271,1947,1090,441,228,228,367
"G32054600","2022","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"1600000US3254600","3254600","Paradise CDP, Nevada",45995,45236,0,0,0,209,404,0,120,0,73,287,619,210,721,1327,1454,4953,4337,11192,8494,9241,1049,255,109,182,759,"Paradise CDP, Nevada",3751,3700,228,228,228,256,390,228,146,228,121,202,540,347,417,667,901,1540,1164,2302,1791,1924,718,260,178,233,391
"G32060600","2022","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"1600000US3260600","3260600","Reno city, Nevada",56914,55892,366,0,168,450,468,245,68,883,0,204,300,338,749,332,847,2930,4788,12669,8888,14102,4609,1209,1037,242,1022,"Reno city, Nevada",3474,3483,508,228,278,351,291,250,107,553,228,177,292,237,394,235,648,849,1547,1805,1678,2120,1116,718,840,140,497
"G32068400","2022","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"1600000US3268400","3268400","Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32068585","2022","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"1600000US3268585","3268585","Spring Valley CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spring Valley CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32071400","2022","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"1600000US3271400","3271400","Sunrise Manor CDP, Nevada",31880,31117,40,0,98,86,52,172,0,123,58,704,780,573,1030,949,775,2471,4443,9332,5201,3850,342,0,38,0,763,"Sunrise Manor CDP, Nevada",3494,3517,71,228,161,76,89,206,228,140,65,679,468,429,615,763,529,884,1437,1857,1647,1193,336,228,67,228,627
"G33045140","2022","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"1600000US3345140","3345140","Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G33050260","2022","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"1600000US3350260","3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34003580","2022","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"1600000US3403580","3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2022","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"1600000US3410000","3410000","Camden city, New Jersey",15558,14736,152,829,312,448,274,193,408,221,768,104,118,84,888,1112,1085,507,1099,4575,833,591,135,0,0,0,822,"Camden city, New Jersey",1944,1974,192,771,311,372,271,252,410,226,597,179,192,143,702,650,648,397,646,1297,452,473,233,225,225,225,484
"G34013690","2022","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"1600000US3413690","3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2022","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"1600000US3419390","3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2022","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"1600000US3421000","3421000","Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34036000","2022","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"1600000US3436000","3436000","Jersey City city, New Jersey",91386,90365,147,717,2014,474,1170,684,266,713,821,258,542,518,65,1812,633,2499,2570,10916,9146,19356,10945,9062,6342,8695,1021,"Jersey City city, New Jersey",4638,4450,238,781,1285,318,657,501,423,603,719,306,586,486,119,1071,415,1041,853,1909,1817,2996,1997,2121,1584,1477,498
"G34038580","2022","NJ",,,"New Jersey","34",,,"Lakewood CDP","38580",,,,,,,,,,,,,,,,"1600000US3438580","3438580","Lakewood CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34051000","2022","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"1600000US3451000","3451000","Newark city, New Jersey",79339,77694,1607,343,1059,2877,1692,1509,910,1234,649,1686,671,1134,589,1419,3109,4695,5509,16119,11159,13892,4082,1501,135,114,1645,"Newark city, New Jersey",3740,3661,1015,333,648,950,815,864,632,745,520,1029,649,639,639,761,1284,1423,1401,2143,2086,2344,1609,792,219,142,906
"G34056550","2022","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"1600000US3456550","3456550","Passaic city, New Jersey",15877,15736,607,0,292,106,180,227,68,81,272,236,0,124,238,66,557,652,1144,3722,3658,2711,387,329,0,79,141,"Passaic city, New Jersey",1279,1286,421,225,222,170,204,221,120,143,334,228,225,158,193,116,464,403,528,1043,910,800,273,288,225,127,148
"G34057000","2022","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"1600000US3457000","3457000","Paterson city, New Jersey",36473,35741,318,248,180,415,749,277,893,416,533,524,225,279,736,1279,254,3100,942,7168,8120,8228,627,39,125,66,732,"Paterson city, New Jersey",2531,2546,408,300,223,402,494,314,626,374,457,413,279,306,518,805,301,1005,483,1433,1720,1862,555,67,203,104,487
"G34073110","2022","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"1600000US3473110","3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2022","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"1600000US3474000","3474000","Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074630","2022","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"1600000US3474630","3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2022","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"1600000US3502000","3502000","Albuquerque city, New Mexico",88700,84763,152,0,836,1016,723,417,969,1006,1256,3987,2152,3841,3552,5284,4387,11129,9263,14535,6713,10244,1680,527,120,974,3937,"Albuquerque city, New Mexico",4449,4149,138,216,635,777,493,309,860,660,679,1534,905,1117,1017,1795,1487,2360,1663,2523,1600,1673,825,476,111,685,1113
"G35039380","2022","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"1600000US3539380","3539380","Las Cruces city, New Mexico",20697,19840,0,57,99,911,191,125,271,553,999,1637,1264,2182,676,1539,1149,2181,1415,2500,475,1616,0,0,0,0,857,"Las Cruces city, New Mexico",2214,2196,216,98,124,668,236,149,311,497,836,1057,833,1051,509,989,573,1221,768,1041,321,1009,216,216,216,216,731
"G35063460","2022","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"1600000US3563460","3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2022","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"1600000US3570500","3570500","Santa Fe city, New Mexico",16955,16002,0,0,29,346,347,279,0,169,164,0,44,613,179,290,943,903,1161,2722,2953,3391,824,156,123,366,953,"Santa Fe city, New Mexico",1835,1731,216,216,48,338,344,258,216,220,194,216,76,536,182,262,636,463,556,910,998,796,362,159,113,192,521
"G36001000","2022","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"1600000US3601000","3601000","Albany city, New York",28843,28786,0,0,0,1608,1248,687,0,555,222,327,583,1211,1708,1248,2024,2594,2625,5884,2218,3025,610,278,89,42,57,"Albany city, New York",2200,2194,217,217,217,920,748,741,217,449,225,305,489,1094,984,736,1043,1098,888,1511,1034,1172,573,286,122,51,70
"G36011000","2022","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"1600000US3611000","3611000","Buffalo city, New York",69188,67232,742,427,789,468,1924,1342,1449,2161,1846,3537,1780,4070,3526,4916,4987,7771,4687,9896,5758,3141,1098,571,114,232,1956,"Buffalo city, New York",3599,3557,564,445,458,335,935,690,630,787,1196,1190,679,1170,1089,1288,1409,1901,1442,1959,1678,970,657,629,155,367,710
"G36015000","2022","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"1600000US3615000","3615000","Cheektowaga CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheektowaga CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36049121","2022","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"1600000US3649121","3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2022","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"1600000US3650617","3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2022","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"1600000US3651000","3651000","New York city, New York",2271037,2208881,9047,8785,26465,46084,46856,26010,19011,25271,16376,25670,16008,28806,25222,26401,23316,76443,80234,262156,239594,521899,273445,124711,84025,177046,62156,"New York city, New York",17222,16935,2888,1782,3399,5288,4528,3403,3146,3548,3269,4377,3042,4005,3318,3676,3024,5378,5339,10311,11157,12539,10064,6733,6255,9072,4609
"G36063000","2022","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"1600000US3663000","3663000","Rochester city, New York",54447,53640,0,0,211,1299,2830,266,851,1271,630,1978,1291,2608,3115,3880,3258,5644,6832,7969,4482,4175,529,258,263,0,807,"Rochester city, New York",3223,3158,217,217,204,690,937,248,459,533,408,792,632,989,980,1167,975,1499,1476,1621,1517,1409,310,326,228,217,471
"G36065508","2022","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"1600000US3665508","3665508","Schenectady city, New York",13415,13229,145,0,278,283,71,93,51,266,118,339,425,601,827,437,1157,2728,1888,2169,750,371,158,74,0,0,186,"Schenectady city, New York",1778,1793,242,217,272,367,92,169,85,275,198,374,383,393,430,372,778,1044,750,913,489,233,150,125,217,217,145
"G36073000","2022","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"1600000US3673000","3673000","Syracuse city, New York",34111,33653,488,204,485,556,1352,300,670,1102,1090,1807,1591,2360,1762,2007,2099,3975,3209,3074,2171,2356,724,246,0,25,458,"Syracuse city, New York",2164,2218,403,214,323,379,687,260,481,592,526,897,665,1011,685,1133,714,1414,997,937,952,839,573,307,217,42,339
"G36084000","2022","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"1600000US3684000","3684000","Yonkers city, New York",41217,40856,412,136,988,818,587,1162,962,114,0,517,230,698,750,680,74,1954,1808,3133,6089,11595,6060,1373,299,417,361,"Yonkers city, New York",3036,3050,422,161,603,430,469,536,978,150,217,497,367,762,835,631,119,834,784,1042,1663,2116,1710,639,266,359,284
"G37001520","2022","NC",,,"North Carolina","37",,,"Apex town","01520",,,,,,,,,,,,,,,,"1600000US3701520","3701520","Apex town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apex town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37002140","2022","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"1600000US3702140","3702140","Asheville city, North Carolina",18594,17790,0,135,92,125,125,618,170,1212,260,57,237,370,31,243,483,1896,885,3712,2548,2855,1323,43,0,370,804,"Asheville city, North Carolina",1983,1946,221,214,109,139,134,428,233,884,202,95,234,292,52,160,411,877,677,1201,816,915,601,76,221,322,384
"G37010740","2022","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"1600000US3710740","3710740","Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37012000","2022","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"1600000US3712000","3712000","Charlotte city, North Carolina",185998,180798,826,962,1626,1410,321,945,403,759,886,2016,643,2070,2213,4050,3156,10583,11318,33769,37152,49895,9149,4319,840,1487,5200,"Charlotte city, North Carolina",5632,5872,590,598,728,687,259,573,273,506,876,773,380,882,920,1041,1012,2425,2541,4027,3854,5002,1897,1260,402,611,1363
"G37014100","2022","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"1600000US3714100","3714100","Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37019000","2022","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"1600000US3719000","3719000","Durham city, North Carolina",60033,58815,341,0,376,780,679,133,389,461,0,709,1381,1204,564,1149,913,4071,2507,13969,12364,13793,1990,668,179,195,1218,"Durham city, North Carolina",3608,3625,335,221,363,480,472,220,326,435,221,571,964,773,356,748,642,1439,931,2153,2591,2328,878,378,140,180,728
"G37022920","2022","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"1600000US3722920","3722920","Fayetteville city, North Carolina",42800,40758,119,207,28,210,233,341,506,739,621,1091,1330,2059,1334,1477,2626,5762,4062,8477,7109,1830,539,40,18,0,2042,"Fayetteville city, North Carolina",1879,1769,149,181,46,164,251,264,281,352,312,442,569,608,643,472,812,1330,963,1187,1121,610,397,66,31,221,579
"G37025580","2022","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"1600000US3725580","3725580","Gastonia city, North Carolina",14774,13744,0,0,123,0,421,126,232,290,154,350,808,568,425,489,1199,2053,2390,2242,758,958,0,67,91,0,1030,"Gastonia city, North Carolina",2046,2082,221,221,157,221,415,205,233,252,154,411,580,546,454,460,846,1069,987,1040,569,587,221,111,135,221,746
"G37028000","2022","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"1600000US3728000","3728000","Greensboro city, North Carolina",61241,59840,441,510,149,1086,588,364,206,1301,1124,1539,2335,2818,3312,3247,2305,7396,7851,12208,5056,4621,597,45,103,638,1401,"Greensboro city, North Carolina",3574,3531,618,559,161,625,378,351,185,833,673,957,1008,1187,1170,1360,1051,1705,2195,1863,1448,1626,418,78,89,476,493
"G37028080","2022","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"1600000US3728080","3728080","Greenville city, North Carolina",27718,27101,398,0,241,120,293,444,223,232,1143,1223,1591,2061,2992,2100,1656,2625,1588,3519,1909,1426,880,172,265,0,617,"Greenville city, North Carolina",2070,1958,448,221,325,137,374,452,212,237,695,717,886,989,1088,968,917,1030,802,1306,772,770,645,170,390,221,424
"G37031400","2022","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"1600000US3731400","3731400","High Point city, North Carolina",18669,18019,0,65,101,18,119,267,211,1009,702,1649,922,637,1056,613,131,1459,1733,2640,1883,1973,531,0,0,300,650,"High Point city, North Carolina",2387,2422,221,115,139,29,198,235,228,732,533,747,657,455,1083,505,160,695,885,1137,1109,996,471,221,221,230,366
"G37034200","2022","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"1600000US3734200","3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2022","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"1600000US3755000","3755000","Raleigh city, North Carolina",96569,94720,488,403,157,559,531,307,143,900,474,499,579,355,770,1746,1354,5687,6793,20443,22073,21584,5610,1799,79,1387,1849,"Raleigh city, North Carolina",4695,4787,709,321,190,525,510,262,146,683,597,359,518,315,497,705,604,1875,1527,2627,2891,2866,1833,1167,131,644,1059
"G37074440","2022","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"1600000US3774440","3774440","Wilmington city, North Carolina",30896,30010,80,252,273,639,517,298,181,58,249,1034,124,538,1007,115,1266,1236,2419,7682,3648,5300,1744,901,186,263,886,"Wilmington city, North Carolina",2514,2599,136,388,197,428,573,311,303,101,342,833,203,372,597,148,843,737,1110,1891,1311,1619,1028,564,223,227,577
"G37075000","2022","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"1600000US3775000","3775000","Winston-Salem city, North Carolina",45863,43836,41,502,115,574,332,981,1331,79,693,2682,2207,2950,3345,2643,1956,3681,3998,5023,4609,4983,438,148,96,429,2027,"Winston-Salem city, North Carolina",3070,3020,74,323,103,349,268,820,738,132,374,1017,1099,1120,1597,1242,829,1196,1326,1564,1441,1448,394,177,166,301,1193
"G38007200","2022","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"1600000US3807200","3807200","Bismarck city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bismarck city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G38025700","2022","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"1600000US3825700","3825700","Fargo city, North Dakota",33451,32860,21,117,0,53,57,108,260,572,1036,1399,2169,2863,2345,3494,1047,5991,3736,4193,1679,1044,145,167,56,308,591,"Fargo city, North Dakota",2540,2478,40,196,170,92,95,143,268,374,574,564,808,1063,729,1229,585,1714,1145,1282,930,586,161,148,96,316,482
"G39001000","2022","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"1600000US3901000","3901000","Akron city, Ohio",41679,40204,511,464,279,2180,1162,95,650,395,915,1751,2295,3844,3772,4270,4912,5777,2556,2818,1120,352,0,86,0,0,1475,"Akron city, Ohio",2770,2706,342,360,246,877,507,100,365,311,555,977,758,1063,1150,1379,1631,1490,1153,1364,641,261,208,148,208,208,700
"G39012000","2022","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"1600000US3912000","3912000","Canton city, Ohio",14668,14311,662,0,177,527,393,511,203,597,905,1615,1156,1561,1005,1284,1758,600,980,184,146,0,47,0,0,0,357,"Canton city, Ohio",1764,1748,435,208,289,459,261,365,154,336,545,907,750,771,592,655,943,462,791,212,238,208,75,208,208,208,265
"G39015000","2022","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"1600000US3915000","3915000","Cincinnati city, Ohio",87362,85014,1349,455,1466,2963,1166,1499,963,1241,2579,5252,4334,3551,5164,6942,6748,9711,7437,8091,4972,6008,1612,720,516,275,2348,"Cincinnati city, Ohio",4253,4333,896,575,909,1218,725,749,697,625,1241,1960,1598,1229,1539,2256,2242,2851,1853,1579,1140,1381,733,477,457,190,1118
"G39016000","2022","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"1600000US3916000","3916000","Cleveland city, Ohio",101269,96508,3074,215,1231,4083,1749,2972,2247,3255,3453,4527,4703,8002,8097,6695,5264,8358,5689,9725,6151,4221,2372,172,103,150,4761,"Cleveland city, Ohio",4947,5001,1141,202,626,1000,850,1030,877,1005,1321,1240,1349,1507,2073,1846,1303,1685,1609,2065,1720,1077,1203,215,171,152,1469
"G39018000","2022","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"1600000US3918000","3918000","Columbus city, Ohio",221886,218222,1756,1176,1850,2224,1551,1581,455,1907,1811,3166,4000,6136,10092,10027,9460,20492,30416,48576,30783,24983,3133,1492,426,729,3664,"Columbus city, Ohio",5478,5305,789,675,745,851,770,718,337,764,808,1011,1341,1651,1986,1693,1759,2723,3205,4402,3295,2907,735,842,332,470,1121
"G39021000","2022","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"1600000US3921000","3921000","Dayton city, Ohio",30844,29778,2273,196,1313,787,722,169,392,1025,1509,4056,1728,3028,1707,726,1874,2154,1395,1752,1293,1294,77,119,0,189,1066,"Dayton city, Ohio",2921,2843,1309,232,667,570,530,228,274,645,764,1399,800,1168,819,499,859,872,834,934,784,769,129,186,208,316,669
