GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALKVE001,ALKVE002,ALKVE003,ALKVE004,ALKVE005,ALKVE006,ALKVE007,ALKVE008,ALKVE009,ALKVE010,ALKVE011,ALKVE012,ALKVE013,ALKVE014,ALKVE015,ALKVE016,ALKVE017,ALKVE018,ALKVE019,ALKVE020,ALKVE021,ALKVE022,ALKVE023,ALKVE024,ALKVE025,ALKVE026,ALKVE027,NAME_M,ALKVM001,ALKVM002,ALKVM003,ALKVM004,ALKVM005,ALKVM006,ALKVM007,ALKVM008,ALKVM009,ALKVM010,ALKVM011,ALKVM012,ALKVM013,ALKVM014,ALKVM015,ALKVM016,ALKVM017,ALKVM018,ALKVM019,ALKVM020,ALKVM021,ALKVM022,ALKVM023,ALKVM024,ALKVM025,ALKVM026,ALKVM027
"G32060600","2019","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",57505,56192,680,0,230,406,610,343,267,155,681,1168,1641,2144,2281,2321,1517,5611,4338,13384,8973,6600,1916,81,195,650,1313,"Reno city, Nevada",3008,2908,739,216,254,330,409,294,175,158,463,708,687,832,746,745,695,1427,1242,2307,1518,1468,787,96,193,703,702
"G32068400","2019","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32068585","2019","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spring Valley CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32071400","2019","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",32134,31383,32,0,52,251,21,0,0,269,713,776,1290,2178,1380,2403,1836,6374,5447,5832,1606,923,0,0,0,0,751,"Sunrise Manor CDP, Nevada",2426,2362,52,216,87,209,34,216,216,287,380,395,630,682,578,816,723,1467,1256,1174,803,493,216,216,216,216,416
"G33045140","2019","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",23776,23341,0,151,400,471,260,328,101,127,184,321,0,528,365,644,972,2618,3977,4334,3662,3196,520,0,182,0,435,"Manchester city, New Hampshire",1993,1933,195,214,281,354,247,314,131,108,199,256,195,388,282,445,505,804,1150,1057,851,994,332,195,216,195,266
"G33050260","2019","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34003580","2019","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2019","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",14565,13947,491,323,137,708,708,413,550,181,463,83,863,441,134,824,1032,2377,1885,1572,127,264,0,371,0,0,618,"Camden city, New Jersey",1885,1875,427,360,148,511,635,432,454,302,406,148,706,379,144,475,732,1166,959,928,202,418,213,492,213,213,511
"G34013690","2019","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2019","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",21400,20835,479,363,905,467,341,441,317,0,194,0,192,621,0,145,383,2492,1787,5727,3378,1861,95,647,0,0,565,"East Orange city, New Jersey",2051,2007,468,340,580,379,321,455,307,213,244,213,311,411,213,182,373,805,991,1481,1198,810,104,791,213,213,553
"G34021000","2019","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",30005,29532,129,27,431,418,286,257,103,145,260,373,31,408,337,625,1178,3138,4129,7960,5493,3496,276,32,0,0,473,"Elizabeth city, New Jersey",2003,1990,210,45,309,366,270,248,133,182,294,316,52,404,270,450,586,1073,1007,1550,1202,887,266,55,213,213,382
"G34036000","2019","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",75425,73559,339,832,1192,2379,546,1167,787,759,699,1090,879,1422,520,367,1175,3429,3925,10207,7702,10333,7283,6471,5802,4254,1866,"Jersey City city, New Jersey",2830,2906,301,660,646,750,463,816,477,646,519,571,594,801,375,457,707,1096,1237,2154,1599,1688,1650,1070,1301,1146,1037
"G34051000","2019","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",77521,75957,1680,855,2640,4517,909,1902,173,1431,1404,418,770,1173,1616,1730,2159,7263,6761,18965,9213,8458,1471,177,272,0,1564,"Newark city, New Jersey",4025,3902,778,473,945,1309,613,692,176,646,741,263,476,596,624,687,913,1666,1434,2563,2153,1756,668,180,298,213,783
"G34056550","2019","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2019","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",31158,30833,197,230,157,511,608,284,359,244,43,216,91,180,1164,313,493,2419,3121,11849,4523,3323,508,0,0,0,325,"Paterson city, New Jersey",2165,2100,254,201,258,297,399,151,308,284,73,212,148,160,579,212,331,696,1057,1699,1036,839,345,213,213,213,266
"G34073110","2019","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2019","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",19575,19408,174,297,1198,982,798,59,79,72,0,637,667,516,1101,821,495,2469,2309,4949,828,893,64,0,0,0,167,"Trenton city, New Jersey",2093,2085,271,296,726,625,634,103,136,129,213,683,600,411,687,591,341,1271,1076,1545,477,598,104,213,213,213,179
"G34074630","2019","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2019","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",90611,87510,442,348,1142,2024,658,612,686,1987,2154,4197,5138,4510,6152,6482,5332,9812,9202,14471,8282,3001,355,422,0,101,3101,"Albuquerque city, New Mexico",4535,4500,321,335,670,995,524,401,432,934,890,1186,1308,1118,1477,1538,1329,1945,2004,2704,1549,948,294,315,210,170,877
"G35039380","2019","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",18670,17507,213,44,591,362,572,231,656,980,550,694,534,1397,2078,698,1837,2417,1405,1287,513,71,377,0,0,0,1163,"Las Cruces city, New Mexico",2730,2694,265,71,493,360,314,277,621,725,433,623,424,636,1018,650,986,866,765,645,551,120,330,210,210,210,701
"G35063460","2019","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2019","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",12337,11897,91,62,432,185,465,155,44,150,313,694,0,376,233,205,865,1076,709,2279,1400,1258,519,203,54,129,440,"Santa Fe city, New Mexico",1575,1527,114,100,307,295,431,126,75,189,298,681,210,354,268,202,438,533,355,647,491,561,256,216,51,210,294
"G36001000","2019","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",25410,24847,0,236,483,218,416,196,713,835,189,627,96,529,1297,1409,2671,3381,2761,4488,2002,1799,194,114,71,122,563,"Albany city, New York",2417,2439,207,236,376,205,299,172,447,496,215,572,117,382,663,699,975,1094,816,1228,1273,848,163,159,116,197,494
"G36008026","2019","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2019","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",64896,63573,422,806,1477,1783,1085,1330,1879,3610,2960,5151,3835,4599,5058,3304,2932,9602,4591,5584,2232,1028,242,63,0,0,1323,"Buffalo city, New York",3517,3543,367,612,652,594,582,614,906,1049,874,1269,1195,1209,1392,1183,996,2045,1159,1571,783,479,212,105,207,207,558
"G36015000","2019","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheektowaga CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36049121","2019","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2019","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2019","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",2188214,2127378,7197,14190,38298,51814,40860,24885,23594,27099,18571,33936,20180,35643,22087,32319,31497,94856,99962,309035,255691,441438,222802,121692,88070,71662,60836,"New York city, New York",18532,18176,1449,2159,3841,4925,3667,3312,3064,3944,2808,4031,3415,3301,2996,2951,3226,6178,5990,10243,9566,12598,8039,5199,6047,4353,5227
"G36063000","2019","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",56605,55343,167,270,882,1506,1018,604,1131,1146,1949,4056,2474,3484,6649,4813,4382,8258,3995,3332,1890,2110,577,553,97,0,1262,"Rochester city, New York",2876,2875,201,282,674,643,484,368,571,658,748,1062,792,1221,1532,1181,1242,1590,1141,866,697,740,542,474,116,207,579
"G36065508","2019","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",15988,15525,77,63,94,300,157,223,204,195,228,285,845,1040,1091,1089,2049,1977,2546,1106,704,978,189,0,0,85,463,"Schenectady city, New York",1562,1495,125,107,131,273,186,283,235,173,366,204,536,667,735,569,762,839,1018,643,415,644,246,207,207,149,471
"G36073000","2019","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",34390,33214,225,349,676,917,652,926,405,702,1152,2169,1817,3140,2873,2297,3569,4172,1794,3031,1364,689,220,75,0,0,1176,"Syracuse city, New York",2153,2116,283,408,403,432,396,428,261,394,571,772,777,1040,944,866,1089,910,665,942,584,491,211,128,207,207,551
"G36084000","2019","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",40988,39924,149,1124,606,808,768,689,305,289,79,396,626,276,127,118,441,1467,2357,6532,8037,9971,3496,960,223,80,1064,"Yonkers city, New York",3162,3169,203,925,372,515,593,475,319,318,137,277,600,251,155,149,249,797,935,1540,2036,1991,1336,660,224,96,719
"G37002140","2019","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",22610,22181,0,78,277,710,117,1214,115,0,78,642,1331,929,547,607,586,2622,1701,4594,3557,1991,296,39,30,120,429,"Asheville city, North Carolina",2150,2116,216,135,424,412,196,751,185,216,135,460,816,548,428,387,283,767,780,1441,1457,721,205,64,51,155,289
"G37010740","2019","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37012000","2019","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",162885,159104,890,330,571,962,1035,893,713,1485,1188,2665,3165,3008,6273,5695,8209,17832,20099,37831,25152,15824,2611,1346,573,754,3781,"Charlotte city, North Carolina",5310,5244,757,259,453,504,644,556,495,751,595,1096,898,1049,1273,1412,1692,2431,3204,3628,2416,2440,821,828,396,446,1127
"G37014100","2019","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37019000","2019","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",55547,54224,369,646,1042,800,851,903,295,379,582,1013,1242,1620,1374,2076,3137,5259,8154,12941,6120,3799,838,283,201,300,1323,"Durham city, North Carolina",4111,3873,507,749,904,645,621,755,306,287,476,506,595,812,569,969,972,1386,1902,2467,1726,1141,432,243,243,469,768
"G37022920","2019","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",46260,44708,624,494,45,372,406,504,706,997,1528,2942,2598,3753,4077,3173,3700,5762,2528,7384,1625,1199,209,82,0,0,1552,"Fayetteville city, North Carolina",2220,2184,310,247,77,215,264,330,321,374,628,715,710,798,1038,832,825,1069,672,1049,577,541,199,66,216,216,592
"G37025580","2019","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",12731,12442,207,250,382,254,112,272,323,304,265,664,605,1744,508,1358,326,2144,1646,991,87,0,0,0,0,0,289,"Gastonia city, North Carolina",1420,1405,329,270,346,225,143,229,300,223,327,465,351,700,374,647,201,691,864,514,109,216,216,216,216,216,375
"G37028000","2019","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",60556,58904,714,819,435,342,997,881,1060,1542,2385,3579,2164,4370,2824,5159,5949,8528,5140,6891,2170,1885,409,519,0,142,1652,"Greensboro city, North Carolina",3961,4018,677,588,322,246,722,765,630,751,1063,1438,900,1519,911,1437,1674,1890,1631,1782,819,654,431,473,216,141,846
"G37028080","2019","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",24896,24352,269,0,625,51,0,580,620,1370,2730,2141,1124,2160,514,1567,933,2098,2483,2044,535,2412,0,0,0,96,544,"Greenville city, North Carolina",2387,2333,306,216,470,93,216,507,569,727,880,1141,743,965,388,828,761,1104,1187,803,331,1209,216,216,216,174,331
"G37031400","2019","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",17823,17628,318,144,44,742,234,615,280,1074,700,1284,644,1165,1941,1670,1614,1975,1016,875,869,274,0,0,0,150,195,"High Point city, North Carolina",2248,2274,325,126,74,566,236,446,231,664,443,694,435,633,986,1040,737,911,564,360,485,206,216,216,216,106,141
"G37034200","2019","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",14898,14128,0,0,297,42,57,0,185,299,982,1143,920,676,1032,205,2151,1020,601,3374,795,249,52,48,0,0,770,"Jacksonville city, North Carolina",2030,2132,216,216,420,75,97,216,206,281,854,808,762,588,666,182,1003,877,457,1147,541,181,87,85,216,216,663
"G37055000","2019","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",92002,90179,1289,1246,462,1028,990,398,171,674,480,1018,716,1985,1489,2297,3469,14105,11342,25185,12579,7049,1376,236,0,595,1823,"Raleigh city, North Carolina",4533,4574,860,1163,397,759,688,391,205,377,301,594,429,874,680,1038,1336,2402,2189,2735,2103,1452,628,202,216,479,704
"G37074440","2019","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",30596,29410,88,30,271,845,532,720,239,1126,399,352,615,635,1282,537,1981,3520,3447,6929,2890,2300,612,60,0,0,1186,"Wilmington city, North Carolina",2365,2349,112,49,260,536,636,570,340,620,375,332,467,604,655,312,883,1096,1105,1550,1057,845,442,103,216,216,687
"G37075000","2019","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",45791,44220,291,469,491,825,847,523,1194,2403,1988,4072,2504,5067,3617,2724,2974,4903,3548,2651,1622,1249,138,45,75,0,1571,"Winston-Salem city, North Carolina",2842,2884,254,356,333,572,656,385,714,994,690,1288,906,1595,1211,844,987,1317,1446,849,886,572,145,76,122,216,563
"G38007200","2019","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bismarck city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G38025700","2019","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",35095,34364,78,41,168,442,50,312,118,1233,658,1856,4305,2381,3455,2436,3747,4923,1382,4348,1360,618,209,126,63,55,731,"Fargo city, North Dakota",2193,2231,162,70,201,467,93,335,148,681,324,743,1232,869,1355,1163,1507,1737,714,1277,715,595,327,108,102,92,715
"G39001000","2019","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",40566,39104,812,0,183,834,1094,798,515,1838,1607,3179,4146,3859,3735,7124,2779,3478,1002,1364,462,230,43,0,22,0,1462,"Akron city, Ohio",2532,2494,583,198,192,444,758,458,242,704,651,1031,1113,1169,1449,1823,899,1295,592,794,442,249,68,198,36,198,650
"G39012000","2019","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",17282,16519,1347,231,300,723,555,500,733,1538,2661,2193,1075,2237,1097,389,552,226,63,0,0,0,0,0,99,0,763,"Canton city, Ohio",1769,1848,866,231,473,350,477,339,550,738,1012,904,523,1048,594,273,450,213,105,198,198,198,198,198,164,198,504
"G39015000","2019","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",83551,80747,2494,1635,847,2925,1347,2560,1359,3297,3950,6518,5688,6463,6276,4462,4412,7354,2944,6739,4057,3294,1505,241,380,0,2804,"Cincinnati city, Ohio",3549,3274,1001,863,502,894,816,1143,570,925,1112,1554,1743,1558,1454,1519,1295,1426,834,1428,862,700,724,187,314,198,1112
"G39016000","2019","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",102925,98141,2235,1497,1821,5840,1719,2364,3449,4814,5199,9158,10407,10551,8167,6219,4623,6491,4133,4251,1458,2582,802,334,27,0,4784,"Cleveland city, Ohio",4306,4086,818,631,844,1319,683,780,1073,1153,1303,1792,2025,1879,1521,1265,1203,1629,1147,1155,534,654,565,295,55,198,1038
"G39018000","2019","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",200776,198139,1244,1799,884,2074,1157,2163,2448,2257,4394,8361,8173,11043,14081,15089,16278,28602,22062,28504,15287,9521,1371,227,867,253,2637,"Columbus city, Ohio",5567,5588,779,866,598,815,678,1000,1111,868,1310,1900,1443,1903,2296,2778,2312,3593,3545,3551,2288,1821,623,177,736,246,914
"G39021000","2019","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",29951,29192,983,495,488,1418,109,485,1115,2239,3920,2825,3059,2743,2485,1620,1661,1699,571,1134,46,45,26,0,0,26,759,"Dayton city, Ohio",2440,2422,637,512,423,654,138,336,700,745,1174,990,1182,982,995,730,818,712,493,748,77,78,43,198,198,43,432
"G39044856","2019","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",11431,11145,781,115,222,572,183,167,262,771,669,1318,1870,993,836,458,860,570,205,293,0,0,0,0,0,0,286,"Lorain city, Ohio",1539,1553,481,130,221,405,189,184,229,484,365,691,794,547,567,391,448,555,180,159,198,198,198,198,198,198,190
"G39061000","2019","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39077000","2019","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",59888,57236,2140,111,796,1949,1169,1536,1584,3200,5889,4867,6179,6749,4092,4799,2585,4292,3234,1070,420,514,0,61,0,0,2652,"Toledo city, Ohio",3283,3323,854,107,487,715,591,760,713,995,1635,1238,1728,1790,1170,1471,853,1406,1251,449,312,416,198,101,198,198,963
"G39088000","2019","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",13270,12339,159,77,84,1115,254,560,376,1468,1801,1535,1728,1156,984,361,268,17,182,190,0,24,0,0,0,0,931,"Youngstown city, Ohio",1563,1499,160,95,102,587,249,417,265,728,826,701,819,551,484,361,239,31,301,170,198,41,198,198,198,198,560
"G40009050","2019","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",10846,10571,78,87,0,30,0,183,74,123,211,387,177,221,465,715,1224,2438,1521,1516,500,439,182,0,0,0,275,"Broken Arrow city, Oklahoma",1165,1137,95,103,165,50,165,138,70,98,140,163,152,160,355,323,442,583,552,478,212,269,137,165,165,165,186
"G40023200","2019","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",10930,10597,0,43,155,264,0,0,56,0,280,618,967,198,665,522,705,1060,1687,1795,653,554,315,60,0,0,333,"Edmond city, Oklahoma",1621,1630,165,73,147,291,165,165,92,165,313,453,703,120,489,290,515,549,628,681,372,439,291,100,165,165,244
"G40041850","2019","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",17776,17057,63,93,80,266,461,368,1164,631,1677,1902,851,1449,857,1088,1185,1042,1195,1586,726,317,56,0,0,0,719,"Lawton city, Oklahoma",1659,1614,110,103,106,205,459,243,832,362,657,637,427,638,417,520,513,600,712,753,572,314,103,165,165,165,389
"G40052500","2019","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",22741,22374,0,0,563,0,325,75,674,585,684,2813,792,2480,1172,1585,1705,3064,1417,2982,366,767,310,0,15,0,367,"Norman city, Oklahoma",2246,2244,165,165,492,165,356,90,656,311,554,1227,347,1041,627,812,731,1013,601,1231,281,365,377,165,26,165,240
"G40055000","2019","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",106024,100876,1694,503,759,2283,1370,1232,1874,2839,2702,8883,7049,9509,6563,7623,6533,10752,8150,11601,5034,2684,705,114,276,144,5148,"Oklahoma City city, Oklahoma",4244,4293,779,440,463,747,598,649,812,1041,729,1532,1706,1874,1574,1680,1620,1829,1599,1993,1457,926,332,155,298,138,1380
