GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKRSE001,AKRSE002,AKRSE003,AKRSE004,AKRSE005,AKRSE006,AKRSE007,AKRSE008,AKRSE009,AKRSE010,AKRSE011,AKRSE012,AKRSE013,AKRSE014,AKRSE015,AKRSE016,AKRSE017,AKRSE018,AKRSE019,AKRSE020,AKRSE021,AKRSE022,AKRSE023,AKRSE024,AKRSE025,AKRSE026,AKRSE027,AKRSE028,AKRSE029,AKRSE030,AKRSE031,AKRSE032,AKRSE033,AKRSE034,AKRSE035,AKRSE036,AKRSE037,AKRSE038,AKRSE039,AKRSE040,AKRSE041,AKRSE042,AKRSE043,AKRSE044,AKRSE045,AKRSE046,AKRSE047,AKRSE048,AKRSE049,NAME_M,AKRSM001,AKRSM002,AKRSM003,AKRSM004,AKRSM005,AKRSM006,AKRSM007,AKRSM008,AKRSM009,AKRSM010,AKRSM011,AKRSM012,AKRSM013,AKRSM014,AKRSM015,AKRSM016,AKRSM017,AKRSM018,AKRSM019,AKRSM020,AKRSM021,AKRSM022,AKRSM023,AKRSM024,AKRSM025,AKRSM026,AKRSM027,AKRSM028,AKRSM029,AKRSM030,AKRSM031,AKRSM032,AKRSM033,AKRSM034,AKRSM035,AKRSM036,AKRSM037,AKRSM038,AKRSM039,AKRSM040,AKRSM041,AKRSM042,AKRSM043,AKRSM044,AKRSM045,AKRSM046,AKRSM047,AKRSM048,AKRSM049
"G2900210","2019","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",87364,44512,3666,2828,2240,1691,894,591,344,1909,3320,3089,2804,3081,3030,3049,3323,876,1644,839,1479,1461,876,744,734,42852,2546,2314,2457,1457,1069,735,396,1521,2472,3312,2522,2444,2274,3015,3102,1015,2147,933,1511,1924,1770,877,1039,"Buchanan County, Missouri",0,890,692,451,441,337,127,365,227,503,412,400,647,669,753,871,616,404,438,282,435,355,354,340,337,890,616,421,507,209,267,376,278,471,129,549,523,589,141,519,579,418,554,336,512,504,426,338,397
"G2900310","2019","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",78871,38452,2386,2724,2163,1369,1325,376,1110,2108,2663,2459,2790,1497,2244,2099,2783,1169,1430,1050,1197,1118,1087,557,748,40419,2063,1999,2455,1497,1844,814,363,2758,2361,2708,1660,2549,2442,2437,2420,884,1893,918,1054,1782,1529,912,1077,"Cape Girardeau County, Missouri",0,618,336,567,571,306,142,306,563,592,300,324,506,427,332,246,633,488,700,483,419,420,530,470,464,618,250,682,739,371,717,571,326,681,418,422,501,561,427,294,651,394,638,425,504,569,522,450,457
"G2900370","2019","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",105780,50522,3360,3108,4022,2064,1007,224,729,1911,3267,2914,3058,3214,3027,3331,3846,1511,1879,1441,1544,1800,1559,1314,392,55258,3848,3503,2932,2466,1530,341,232,2251,3770,3124,4075,2791,2986,3323,4219,1294,2457,1413,1538,2593,2310,1305,957,"Cass County, Missouri",0,1037,582,678,720,197,27,211,421,530,464,311,595,691,176,362,738,511,602,497,483,515,496,470,272,1037,863,876,753,490,681,322,293,886,665,357,927,683,23,353,789,519,688,513,589,729,602,523,470
"G2900430","2019","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",88595,43881,2580,3203,3911,1844,805,864,111,1688,2425,3080,2490,3995,2869,2453,2665,945,1654,695,1920,1288,971,718,707,44714,3064,3140,2891,1685,798,686,719,676,3039,3356,2290,3572,2735,2706,3436,791,1637,653,905,2753,1660,919,603,"Christian County, Missouri",0,976,195,949,941,214,647,431,176,813,195,432,748,776,211,195,546,450,524,397,480,437,392,327,364,976,484,829,759,195,195,368,486,410,530,335,792,779,17,213,663,396,577,340,366,487,409,383,412
"G2900470","2019","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",249948,121062,7806,8701,7973,5224,3777,1539,1113,3880,8526,9562,8807,8477,7702,7723,7111,3357,4084,1964,3779,3814,2811,1650,1682,128886,7840,8333,8318,5743,2811,1485,1557,4334,9037,8356,8762,7965,9903,7481,8264,3068,5259,2469,3712,5508,4294,1635,2752,"Clay County, Missouri",0,1001,694,1318,1247,584,772,550,577,974,606,1024,1490,1484,764,648,881,754,766,557,752,664,665,487,609,1001,515,1296,1153,776,638,704,698,1069,868,734,1183,1158,1161,622,1118,827,1080,691,793,1042,758,532,755
"G2900510","2019","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",76745,39868,2127,2963,2397,1260,829,572,146,1233,2380,3025,2956,2562,3327,2635,2753,663,1821,907,1225,1910,737,851,589,36877,2269,2085,2039,1434,666,276,365,1374,2179,2546,2818,1704,2439,2094,2154,1325,1697,849,1545,1824,909,1321,965,"Cole County, Missouri",0,585,221,612,680,105,627,461,189,743,383,656,655,744,754,474,634,318,566,385,356,416,354,500,330,585,261,501,417,236,329,277,264,529,342,564,567,630,633,195,637,590,616,400,492,469,344,447,383
"G2900710","2019","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",103967,52250,3026,3891,3306,2275,1299,779,428,1670,3161,3250,3332,2853,2931,3339,5335,861,2042,1075,1702,2334,2063,670,628,51717,2881,2978,3151,1912,918,601,477,1504,3041,3071,3930,1883,3374,3439,4105,1954,2380,779,2119,2696,1965,1258,1301,"Franklin County, Missouri",0,568,211,1189,1086,262,328,386,352,375,43,359,844,904,195,34,891,471,668,476,492,510,467,370,302,568,198,755,702,195,195,454,374,494,195,196,874,839,382,24,949,787,614,475,518,607,643,528,574
"G2900770","2019","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",293086,142833,8381,8135,9691,5044,5043,3823,3679,7407,10638,10501,11299,5759,8230,7827,8147,3889,4483,2255,4926,5223,3799,2660,1994,150253,7959,8422,7683,4953,4750,3937,3328,8331,11004,9562,9044,7710,8200,8673,8147,4717,5898,2785,5506,6702,5461,3920,3561,"Greene County, Missouri",0,1340,861,1322,1390,603,1069,1348,1338,1421,705,1287,1175,1106,616,446,1040,895,731,600,827,805,706,656,545,1340,672,1494,1463,738,343,1144,1001,1168,728,609,1645,1245,522,473,1078,1009,981,697,912,925,938,689,761
"G2900950","2019","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",703011,339789,22985,22854,23526,13630,7726,4120,4043,13119,28164,26127,22129,21807,20009,19875,23485,10161,9809,6111,10272,12156,7410,5508,4763,363222,22166,20696,24855,13516,7685,4409,4022,12944,28934,26472,25210,20661,21438,20739,23923,8654,15146,7242,11683,15605,10860,8480,7882,"Jackson County, Missouri",0,461,155,2170,2186,383,290,942,1089,1315,598,308,1906,1858,407,193,1568,1501,1247,1079,1400,1384,1018,845,848,461,339,2060,2058,201,697,1048,881,1214,183,141,1810,1843,405,398,1785,1415,1649,1052,1395,1460,1205,1304,1089
"G2900970","2019","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",121328,59531,3814,5247,3920,2762,1673,1032,1149,2297,4422,3973,3555,3925,3348,3447,3884,1383,1585,835,1836,2118,1506,915,905,61797,3404,4817,3534,2474,1299,1139,792,2081,4791,4209,4624,2888,3724,3331,3836,944,2700,2150,2024,2209,2201,1148,1478,"Jasper County, Missouri",0,998,352,971,705,503,432,544,545,788,387,529,873,865,415,507,881,614,662,385,509,529,525,428,502,998,367,772,675,339,175,638,345,494,557,549,837,846,414,276,935,688,815,682,827,704,524,397,658
"G2900990","2019","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",225081,111808,6211,6789,8218,5392,2506,946,1080,4095,6856,6936,8062,7586,7061,7348,9841,3935,3396,2724,3683,3674,2758,1437,1274,113273,6177,7822,6193,4626,2305,927,1171,3597,6787,7142,7885,6908,7318,8383,8675,3297,5098,3385,3905,4310,3822,1746,1794,"Jefferson County, Missouri",0,871,195,1205,1256,656,279,583,693,804,220,150,1068,1205,233,203,1085,860,881,677,770,716,617,550,499,871,190,1128,1124,482,224,415,520,646,241,210,1447,1237,365,766,1196,790,989,890,838,884,815,696,697
"G2901650","2019","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",104418,51083,3250,2973,4275,2086,890,589,994,1675,3908,3537,3331,3430,4251,2978,3228,1543,1379,920,1398,2042,1183,582,641,53335,2925,3672,3136,2160,1259,851,175,1629,3012,3122,4187,3760,3475,3797,3665,1764,2041,1059,1963,1885,2176,683,939,"Platte County, Missouri",0,684,439,672,740,294,102,409,505,700,828,473,1010,809,857,255,663,588,534,414,442,524,414,324,375,684,363,542,693,433,621,629,173,580,296,262,906,897,481,712,793,720,658,465,510,482,549,314,425
"G2901830","2019","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",402022,196871,11191,13665,13546,8141,4863,2986,3012,7000,11781,13182,15579,11780,12975,12419,13787,5582,7629,3895,4792,8028,4920,2755,3363,205151,11634,13084,13473,7677,4480,2726,2372,5833,12907,13438,14646,12922,13134,12898,13853,6853,7667,5250,6226,8620,6675,5155,3628,"St. Charles County, Missouri",0,644,452,1454,1437,329,573,795,870,1299,578,452,1529,1489,696,517,1317,1117,1011,791,813,945,700,664,672,644,489,1174,1156,437,425,1119,724,1243,504,907,1500,1692,761,604,1414,1076,1053,897,1077,1052,1064,997,913
"G2901870","2019","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",67215,36153,1656,1813,2015,1661,645,122,377,1673,2934,3402,3943,1682,2291,2271,2738,795,966,904,808,1487,1036,701,233,31062,2045,1586,2255,667,440,81,360,1335,2606,1857,1541,2217,1911,1796,1868,1218,1173,942,843,1412,1433,727,749,"St. Francois County, Missouri",0,826,195,666,648,478,195,131,344,337,305,810,832,643,80,259,563,527,466,452,405,611,362,359,200,826,468,641,776,478,352,76,342,519,746,195,642,649,195,195,630,563,429,435,350,468,479,324,358
"G2901890","2019","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",994205,472163,29705,32417,29947,19272,12349,5559,7122,16570,32466,30160,31177,26533,27327,28892,30840,13175,21118,11219,15076,20167,13873,8856,8343,522042,28443,26597,32668,18640,12138,2523,4773,22048,33789,32441,31845,31136,31279,32272,36314,16102,22193,14154,18067,25402,19605,14278,15335,"St. Louis County, Missouri",0,560,237,2623,2578,380,686,1365,1660,1689,4,223,2116,2093,4,249,2334,1606,2126,1189,1525,1601,1407,1202,1394,560,4,1937,1936,381,523,961,2047,2174,372,105,1980,1981,291,366,2571,1752,2329,1721,1699,1660,1958,1601,1704
"G2905100","2019","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",300576,145269,9386,6761,8348,3998,2631,1744,2769,5841,15387,14513,10468,8588,8305,8763,9057,3750,6322,3642,3605,5102,2553,2274,1462,155307,8765,8155,6116,4742,2801,1024,2474,7017,16858,14571,12190,8717,8785,8371,10495,3278,6318,3016,4179,7285,4076,2825,3249,"St. Louis city, Missouri",0,805,375,1192,1139,292,581,646,916,1069,408,638,1185,1268,517,466,1184,912,982,667,651,710,654,530,528,805,375,1387,1490,602,608,540,698,1046,277,708,1188,1144,574,267,1207,846,969,677,734,948,724,747,727
"G3000130","2019","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",81366,41114,2911,3234,1903,1365,1223,307,772,2030,3476,2552,2850,1991,1839,2107,2389,1014,1849,798,1176,2216,1311,700,1101,40252,2743,2550,2107,1424,631,796,531,2220,2617,2330,2960,1642,1742,2014,2973,1379,1517,763,1616,1921,1263,766,1747,"Cascade County, Montana",0,827,400,807,516,177,346,487,294,729,455,233,518,436,63,199,472,367,470,374,466,427,404,362,421,827,679,597,683,340,316,370,448,844,261,185,502,437,177,38,568,427,437,348,454,414,426,411,493
"G3000290","2019","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",103806,52226,2711,3873,2998,2221,1030,106,885,1718,3027,3144,3593,3297,3231,3030,3454,1392,2276,1613,2431,2663,1499,1348,686,51580,2755,2810,3330,1831,1372,683,314,616,3391,2816,3232,3395,3369,2951,3105,1882,3040,1986,1671,2822,2650,592,967,"Flathead County, Montana",0,696,77,698,619,310,111,131,803,884,201,413,989,714,304,249,770,606,788,443,652,611,427,491,340,696,282,604,683,126,703,523,306,482,444,177,651,618,556,156,710,561,693,735,518,739,623,330,390
"G3000310","2019","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",114434,60133,2923,2975,3367,2155,3528,1453,1398,3939,5678,4402,4277,3844,3667,2722,2302,1463,2479,1178,1376,2352,1481,565,609,54301,2873,2680,3337,1616,2207,1157,1311,3926,5125,3836,3713,3149,2761,2500,3507,1053,1610,1242,1632,1943,1590,1156,377,"Gallatin County, Montana",0,666,239,675,706,287,739,619,530,735,474,335,867,866,375,74,668,527,696,469,490,654,492,284,292,666,197,705,677,141,414,588,571,1157,545,230,752,712,177,79,508,343,453,417,510,540,586,584,295
"G3000490","2019","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",69432,34291,2308,1527,2192,1181,1372,426,416,919,1828,2345,2328,1839,1795,2079,3007,1150,1065,805,1482,1947,1578,559,143,35141,1749,1635,2018,1172,827,245,313,1674,1958,2585,1819,2314,1906,2198,2697,1395,1458,1069,1552,1756,1407,764,630,"Lewis and Clark County, Montana",0,866,961,588,580,112,817,279,329,478,177,666,572,586,50,258,661,449,448,293,411,434,366,302,132,866,50,516,588,166,534,276,362,796,390,593,624,551,96,274,591,525,572,386,453,601,463,335,283
"G3000630","2019","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",119600,58635,2595,3186,3131,1804,2061,1181,1330,2944,5037,4489,4878,3872,3147,3114,3014,1556,2328,1604,1856,2305,1977,396,830,60965,2738,2135,5001,1796,2003,1107,2288,2504,5153,4038,3318,4311,3064,3356,4371,1062,2170,1402,1832,3359,1537,1106,1314,"Missoula County, Montana",0,1100,140,705,608,239,488,901,758,1011,373,750,1036,989,152,234,760,526,718,594,493,640,629,294,595,1100,189,736,663,261,538,776,887,817,559,243,764,779,377,352,797,519,560,484,781,654,465,447,509
"G3001110","2019","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",161300,79945,4855,5418,5917,3123,1740,971,286,3179,5484,5220,4856,6131,5072,4469,5250,2425,2781,2049,2419,3541,2285,1093,1381,81355,4362,5595,5331,2786,1686,496,390,3160,5555,5458,6099,4652,4405,5064,4944,2890,2857,1884,3126,3587,2631,1868,2529,"Yellowstone County, Montana",0,546,395,813,729,214,293,549,180,547,367,330,949,1103,467,384,844,651,719,717,641,722,535,408,473,546,273,1004,962,211,434,386,289,702,801,616,874,937,162,554,970,790,683,570,751,806,617,619,602
"G3100550","2019","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",571327,281580,21406,18525,22369,11777,7538,3906,3540,10891,21985,21927,22048,17254,16848,15944,15594,7610,8624,5883,6907,8824,5863,3991,2326,289747,20554,21223,18382,11452,7328,3108,3621,11684,21935,21786,21302,17325,16581,16011,17745,6278,10372,6674,7351,11277,7200,4951,5607,"Douglas County, Nebraska",0,427,89,1550,1650,357,314,973,1098,1159,162,4,1751,1754,364,401,1404,1320,1211,905,950,860,603,638,497,427,199,1946,1948,299,269,804,914,1142,191,268,1811,1806,466,423,1365,1084,1185,1064,1094,1143,901,737,940
"G3101090","2019","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",319090,160279,10177,10243,11180,5497,6208,4089,4311,10137,11783,11040,10336,10768,8398,8510,7442,4548,5385,2786,4422,5281,3715,2271,1752,158811,8910,9076,11952,5153,5766,4740,3767,9435,11142,9161,11599,8058,7602,8415,9904,3525,5360,2791,5211,6613,4469,2290,3872,"Lancaster County, Nebraska",0,910,561,1136,1197,400,624,1113,1336,1680,482,939,1320,1264,488,821,1012,969,1095,681,810,901,620,626,507,910,547,1157,1214,423,402,1281,1084,1339,811,827,1117,1213,350,587,1108,724,951,763,832,729,704,744,720
"G3101530","2019","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",187196,93546,7092,7629,7449,4288,2249,1154,1263,3736,6554,6878,6999,6075,6365,5617,5910,1543,2921,1322,1943,3058,1579,1013,909,93650,6426,6627,7239,4322,2029,800,752,3602,6126,7551,7492,5423,6281,5287,6004,2045,2729,1456,2576,3567,1749,1713,1854,"Sarpy County, Nebraska",0,575,376,1036,1141,372,275,529,479,714,327,691,870,855,663,573,731,473,637,405,496,489,372,333,318,575,289,819,924,403,343,344,362,576,426,762,810,847,536,330,656,527,587,418,565,533,552,494,544
"G3200030","2019","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",2266715,1130623,71142,69915,81197,43976,26282,13587,14716,39893,86308,84578,83325,74282,76393,72864,68666,26333,37937,21980,32467,43615,30957,17639,12571,1136092,67851,69513,74572,42631,24537,13160,12082,40714,84359,82152,82039,73446,77061,71409,72358,25716,39062,27732,32331,51013,33977,20624,17753,"Clark County, Nevada",0,747,519,4072,4089,381,377,1668,2050,2204,510,603,3671,3580,286,231,3201,2494,3003,1991,2502,2379,2060,1815,1530,747,570,3236,3244,459,424,2274,1755,2564,334,761,3436,3440,793,516,3415,2375,2991,2565,2588,2712,2260,2195,1899
"G3200310","2019","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",471519,237795,13259,14053,15733,8336,6097,3669,4510,7900,18176,18528,15169,15180,13788,14902,15032,5942,9701,6818,7171,10156,7411,3933,2331,233724,13264,12284,15372,8228,5681,4320,4060,6600,17250,16893,14734,14131,13586,14430,15573,6594,8981,5883,8092,11825,8177,4430,3336,"Washoe County, Nevada",0,581,271,1355,1356,374,745,918,1562,1376,351,600,1718,1722,483,550,1354,1233,1485,937,974,1129,799,679,634,581,361,1382,1357,545,748,895,1060,1226,890,641,1295,1300,334,536,1313,1190,1376,939,955,1302,1046,867,744
"G3300050","2019","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",76085,36982,1644,1490,2430,1218,1530,1137,659,1070,2205,2416,1738,1948,1972,2514,2617,1330,1873,869,1673,2129,1229,243,1048,39103,1651,2049,2221,1120,1497,931,441,1300,2141,2375,2061,1992,2043,2497,3105,1936,1175,1263,1460,2198,858,1354,1435,"Cheshire County, New Hampshire",0,523,130,444,505,169,231,426,518,345,148,162,547,547,75,139,626,598,611,361,549,417,456,183,506,523,127,485,527,129,97,379,312,513,150,245,527,514,195,99,576,680,525,450,444,485,396,595,477
"G3300090","2019","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",89886,44521,1678,1979,2110,1461,2684,1173,348,1563,3090,2689,2152,2448,2727,2552,3288,1601,1978,1354,2136,2122,1728,905,755,45365,2080,2026,1810,1320,2110,459,1311,1594,2677,2663,2219,2935,2505,2694,2909,1702,2439,1449,1402,2782,1532,893,1854,"Grafton County, New Hampshire",0,724,109,377,408,228,654,571,343,531,536,271,576,670,428,95,605,532,555,480,544,541,415,363,306,724,598,382,400,161,323,360,722,717,527,279,657,700,199,54,505,449,498,444,311,549,517,398,585
"G3300110","2019","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",417025,207682,11138,10893,13355,8039,4410,2814,1658,8890,15717,13972,12908,13960,13345,15082,16753,6795,8156,4731,5722,8358,4767,3294,2925,209343,10384,9929,12974,7557,4886,1994,2248,8254,13727,14086,12793,12838,13907,14987,15902,6233,9298,4927,6388,9498,7572,5367,3594,"Hillsborough County, New Hampshire",0,1019,426,1177,1215,563,431,886,594,1051,527,557,1897,1949,873,276,1827,1510,1262,918,959,1085,764,709,691,1019,426,1295,1328,682,591,781,732,1146,484,472,1539,1450,366,413,1557,1076,1340,837,1116,1141,1133,1127,702
"G3300130","2019","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",151391,74441,3416,5302,2921,2907,2116,1179,606,3444,4625,5119,4198,4300,4981,5613,5913,1875,3407,2339,2500,3080,2123,1156,1321,76950,3657,4278,3839,2719,2093,1536,814,2054,4270,4490,5214,3835,5071,5293,5995,2597,3618,2313,2440,4116,3136,1313,2259,"Merrimack County, New Hampshire",0,763,339,698,629,287,241,435,366,627,192,504,656,614,319,476,796,515,706,570,575,547,449,433,377,763,290,638,727,260,233,549,393,550,243,337,751,818,397,256,901,607,797,611,480,565,566,581,670
"G3300150","2019","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",309769,152747,7811,8768,7415,6100,3387,1328,1195,5681,9672,9823,8856,9180,10405,11743,13516,5178,6527,3524,5726,7506,4361,2954,2091,157022,6994,7302,9393,5860,2626,1661,1402,4937,8513,9782,10186,8194,10622,11928,14257,4070,7723,2767,6816,8870,5627,3265,4227,"Rockingham County, New Hampshire",0,844,593,991,1016,390,387,641,501,885,498,707,1069,1166,569,351,1356,963,1202,784,1085,885,849,730,640,844,496,1305,1346,387,158,736,650,826,351,779,1202,1209,413,261,1162,750,973,822,1117,1175,908,767,966
"G3300170","2019","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",130633,64304,3142,3160,4023,1961,3059,912,1392,4519,4793,3987,3660,4239,3472,4142,4263,2315,2173,888,2336,2692,1211,1268,697,66329,3041,2412,3841,1903,4362,1529,1300,3460,4285,3798,3797,3699,3990,4315,5677,1618,1799,1547,2249,2752,1314,1532,2109,"Strafford County, New Hampshire",0,635,341,796,762,100,354,435,748,616,376,294,836,1051,73,326,863,723,592,548,672,595,458,464,322,635,371,605,582,43,820,551,545,1145,272,320,768,826,412,326,775,628,562,587,610,806,449,569,690
"G3400010","2019","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",263670,128571,7108,7030,9750,5266,3409,1945,1763,5049,8150,7182,6950,8496,6830,8694,9360,3386,6318,2584,4884,6121,3561,2879,1856,135099,6386,7374,8300,4281,3519,2110,2333,4555,7220,7571,8075,7962,7689,9638,10088,4180,6588,2821,5555,6968,4837,3620,3429,"Atlantic County, New Jersey",0,835,1260,1262,1473,502,873,790,682,1049,918,758,1535,1739,551,1025,1410,939,1209,637,934,1055,739,743,600,835,618,1315,1515,702,740,510,841,1002,683,2,1216,1316,562,436,1168,991,1161,645,864,852,858,728,737
"G3400030","2019","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",932202,452446,24619,27597,29087,18657,10195,6220,4924,16705,26335,27712,29004,31701,31107,32774,33849,11089,19180,8885,13008,20414,12355,8692,8337,479756,24554,25949,28248,17599,9986,5142,5938,15053,26836,27324,29518,33591,33105,35043,35058,13997,19895,10685,14423,22910,18065,12372,14465,"Bergen County, New Jersey",0,1252,861,2301,2303,716,156,1485,1087,1558,58,173,2125,2171,693,27,2255,1674,2170,1539,1512,1703,1729,1531,1343,1252,863,2140,2150,726,550,1338,1520,1553,934,21,2396,2381,4,27,2580,2013,2049,1520,1726,1992,1747,1642,1699
