GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APJME001,APJME002,APJME003,APJME004,APJME005,APJME006,APJME007,APJME008,APJME009,APJME010,APJME011,APJME012,APJME013,APJME014,APJME015,APJME016,APJME017,APJME018,APJME019,APJME020,APJME021,APJME022,APJME023,APJME024,APJME025,APJME026,APJME027,APJME028,APJME029,APJME030,APJME031,APJME032,APJME033,APJME034,APJME035,APJME036,APJME037,APJME038,APJME039,APJME040,APJME041,APJME042,APJME043,APJME044,APJME045,APJME046,APJME047,APJME048,APJME049,NAME_M,APJMM001,APJMM002,APJMM003,APJMM004,APJMM005,APJMM006,APJMM007,APJMM008,APJMM009,APJMM010,APJMM011,APJMM012,APJMM013,APJMM014,APJMM015,APJMM016,APJMM017,APJMM018,APJMM019,APJMM020,APJMM021,APJMM022,APJMM023,APJMM024,APJMM025,APJMM026,APJMM027,APJMM028,APJMM029,APJMM030,APJMM031,APJMM032,APJMM033,APJMM034,APJMM035,APJMM036,APJMM037,APJMM038,APJMM039,APJMM040,APJMM041,APJMM042,APJMM043,APJMM044,APJMM045,APJMM046,APJMM047,APJMM048,APJMM049
"G3700310","2022","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"0500000US37031","37031","Carteret County, North Carolina",69380,33061,1122,1358,1827,1279,538,652,400,710,1666,1539,2014,2094,1928,2233,1891,1602,1804,883,1778,2448,1487,1205,603,36319,1610,1835,1517,942,415,26,610,788,1564,1465,1790,2425,1847,2408,2503,1619,2292,1399,2307,2658,2194,970,1135,"Carteret County, North Carolina",,726,201,483,501,309,311,419,252,330,202,159,464,507,288,141,506,527,486,295,428,420,397,469,350,726,393,480,523,67,221,40,310,405,317,37,617,388,238,300,536,466,471,598,720,553,396,339,318
"G3700350","2022","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"0500000US37035","37035","Catawba County, North Carolina",163462,82284,3869,6745,5538,3496,1952,1124,662,3176,5123,5096,5493,3874,5252,5766,6120,2175,2459,1931,2232,4546,3383,1492,780,81178,3973,4568,3980,2725,2008,990,227,3347,4643,5107,5622,4376,4761,6015,5459,3049,2868,1975,3001,4942,3096,2616,1830,"Catawba County, North Carolina",,1049,574,1284,1265,438,441,520,416,695,627,839,1012,878,789,711,1012,791,882,597,517,882,778,444,380,1049,664,1118,1020,523,561,613,210,729,772,728,1048,1073,622,580,1140,933,782,604,655,842,719,630,597
"G3700370","2022","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"0500000US37037","37037","Chatham County, North Carolina",79864,38103,1289,1752,2540,2220,1215,109,344,1444,1025,1616,2598,2707,1895,2336,2983,1169,1797,1287,1840,2029,2309,1133,466,41761,2436,920,2663,1135,1468,158,560,1031,1203,2372,3259,1675,2240,2790,2911,1535,2001,1099,1940,3138,2999,1606,622,"Chatham County, North Carolina",,1368,249,544,617,498,781,161,345,456,221,439,1095,648,149,204,755,603,554,533,506,517,468,409,258,1368,992,422,564,190,923,243,602,809,560,855,998,622,374,451,879,630,711,429,692,595,690,542,372
"G3700450","2022","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"0500000US37045","37045","Cleveland County, North Carolina",100670,48414,2464,3589,2978,1946,1247,985,632,1213,2839,3815,2610,3083,2516,3138,3256,1082,1988,1150,2010,2425,2521,437,490,52256,2884,3486,3081,1943,1567,797,603,1815,2774,3019,2272,4006,2637,3489,3607,1244,2167,1348,1732,3374,2526,812,1073,"Cleveland County, North Carolina",,919,483,616,604,536,791,589,381,702,467,767,857,884,449,511,737,566,636,454,584,704,521,217,244,919,488,793,713,368,485,497,484,725,407,430,930,970,402,471,657,534,727,523,572,702,413,363,428
"G3700490","2022","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"0500000US37049","37049","Craven County, North Carolina",100874,50554,2900,2471,3807,2645,1363,1038,779,2770,3901,2485,2889,3045,2675,2504,2595,1331,1947,1638,1601,2611,1606,697,1256,50320,2951,2714,2679,1647,813,572,726,1999,3456,2819,3739,2332,2113,3248,3278,1729,2082,1671,1809,2906,2249,1897,891,"Craven County, North Carolina",,846,437,677,723,755,632,348,300,751,658,385,964,975,503,539,636,518,574,626,556,549,401,388,441,846,413,948,696,554,446,377,466,570,571,440,970,823,288,677,746,716,569,546,451,565,601,536,348
"G3700510","2022","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"0500000US37051","37051","Cumberland County, North Carolina",336699,166876,12338,11748,11747,6466,5432,4484,4191,11521,16277,13207,9755,10114,7706,7773,7524,3455,4498,2342,3947,5965,3211,1888,1287,169823,12318,10543,12475,6416,3416,2078,2538,9613,13554,12965,10731,10831,8558,9597,9374,3626,5260,3309,5107,6610,4817,3796,2291,"Cumberland County, North Carolina",,651,332,1306,1326,492,375,828,861,1221,379,327,1157,1139,329,264,801,637,845,587,675,800,484,427,433,651,293,1098,1068,464,223,617,694,966,293,334,1044,1039,229,322,923,828,776,551,766,748,717,650,555
"G3700570","2022","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"0500000US37057","37057","Davidson County, North Carolina",172586,84979,4790,3180,7359,3770,2295,785,1203,2612,4981,4885,5560,5521,5332,5728,6549,2010,3575,2768,2518,3310,3861,1346,1041,87607,4638,4703,5469,3121,1616,2320,549,2815,4678,5522,5220,4727,4975,6568,6281,2325,4064,2353,2640,5106,3680,2317,1920,"Davidson County, North Carolina",,1144,561,816,1152,664,579,531,758,794,817,465,1158,1064,428,311,1219,914,954,726,660,734,1015,520,463,1144,475,1339,1052,594,605,1097,436,989,539,809,1115,1135,520,660,1154,747,1055,760,758,846,822,703,699
"G3700630","2022","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"0500000US37063","37063","Durham County, North Carolina",332680,157180,7900,6546,11013,5120,4012,2860,2648,8202,13729,15147,12994,10626,9459,9144,7987,5019,4051,3247,4110,5731,3571,2433,1631,175500,11493,6860,10593,4830,5638,1252,2291,10115,14604,15104,14816,10015,10219,9379,9114,4267,6380,3518,6696,7223,4242,4025,2826,"Durham County, North Carolina",,673,531,1111,1123,169,1179,860,1457,2212,134,4,1570,1531,658,676,1158,1467,1154,910,742,917,972,815,544,673,548,1332,1305,4,1625,529,1003,1626,446,579,1612,1589,688,707,1277,1063,1271,1156,1291,1237,1064,1053,851
"G3700670","2022","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"0500000US37067","37067","Forsyth County, North Carolina",389157,184815,10923,10677,13876,8136,5949,3379,2270,7199,12156,11226,11351,12846,10577,12079,11972,4758,6974,3718,6288,7687,5388,3221,2165,204342,11469,10083,13510,8235,5928,5104,1970,8282,12610,13485,11899,12241,12545,12572,12419,3334,10536,6129,6066,9547,6565,4614,5199,"Forsyth County, North Carolina",,1026,205,1640,1653,970,1092,1164,713,1196,262,1000,1664,1571,227,348,1270,1063,1304,834,965,1216,853,820,612,1026,339,1939,1964,947,838,1260,622,1226,180,320,1746,1699,691,619,1512,850,1533,1012,1022,1130,1047,921,1044
"G3700690","2022","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"0500000US37069","37069","Franklin County, North Carolina",74539,35176,1827,1339,1329,1397,770,82,729,2494,2463,2041,3218,2403,1722,2143,2304,935,2114,1843,603,1590,1168,465,197,39363,2826,2350,3829,1052,319,425,910,1053,2138,2354,2135,2259,2328,2913,2929,735,1701,1142,1116,2179,1070,873,727,"Franklin County, North Carolina",,1075,526,634,845,516,750,129,572,1156,812,545,1153,768,879,319,683,466,554,600,366,573,456,290,184,1075,807,916,1022,289,223,347,533,339,723,763,749,833,791,471,760,609,694,455,460,654,408,442,528
"G3700710","2022","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"0500000US37071","37071","Gaston County, North Carolina",234215,113844,6622,6811,8210,4769,3322,1767,592,3978,7738,8189,6998,7216,7665,7794,8120,3662,4175,2752,3238,4305,3413,1353,1155,120371,6777,7019,7026,4531,1807,1588,1412,4517,7210,8582,8477,7012,7799,8480,8137,3008,4508,3270,3212,6305,4716,2231,2747,"Gaston County, North Carolina",,856,501,1128,1041,332,672,739,350,859,473,432,1259,1195,528,268,1330,903,777,636,727,747,471,447,355,856,502,1161,1143,354,275,807,732,1018,363,146,1279,1383,476,364,836,678,826,690,681,760,595,467,636
"G3700810","2022","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"0500000US37081","37081","Guilford County, North Carolina",546101,259362,15292,17143,16723,11254,11504,4672,5458,9234,16637,16915,17235,15361,14631,17243,16588,5704,9688,6324,7402,9938,8507,3351,2558,286739,14622,13923,18927,10236,13356,4516,5135,12947,18149,19013,19338,16326,16579,18510,14520,8212,12034,5694,9713,13225,9641,6477,5646,"Guilford County, North Carolina",,677,542,2230,2245,369,905,1236,1383,1624,476,475,2075,1582,837,827,1703,1455,1568,1285,1409,1244,955,676,637,677,526,2040,2056,321,674,1195,1891,2098,568,527,2294,2288,55,167,1618,1251,1424,1399,1450,1620,1196,1119,924
"G3700850","2022","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"0500000US37085","37085","Harnett County, North Carolina",138832,68463,4771,4504,5393,2708,1538,989,1290,2570,4735,5106,5196,5515,3918,4121,2673,1972,3188,902,1822,2456,1516,743,837,70369,4886,4682,5595,2508,1934,873,1097,2410,4186,5843,5043,4453,4110,3987,3834,1974,1803,1208,2285,3284,1622,990,1762,"Harnett County, North Carolina",,1120,617,1062,1080,547,375,507,710,649,490,636,1116,1148,481,281,797,812,711,444,633,551,503,449,466,1120,595,1272,1068,788,667,532,515,682,664,860,1139,978,434,269,681,585,512,468,615,694,410,285,448
"G3700890","2022","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"0500000US37089","37089","Henderson County, North Carolina",118106,56031,2289,2270,3572,1774,440,134,747,2550,2829,3523,2865,3968,3326,3628,4220,1513,2269,1402,3004,3732,2092,2010,1874,62075,2787,2197,4301,2082,768,75,646,1972,2908,3542,3091,3139,3616,4033,4796,1601,2810,1991,3224,4364,3876,2428,1828,"Henderson County, North Carolina",,947,308,567,1009,400,297,150,630,768,531,639,839,772,589,315,735,615,688,440,653,633,447,454,453,947,368,632,1093,568,114,143,399,436,364,593,812,838,496,464,814,579,709,573,760,660,729,528,437
"G3700970","2022","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"0500000US37097","37097","Iredell County, North Carolina",195897,96787,5121,7054,5294,4802,1921,1328,890,4031,6007,5913,5586,6889,6131,7211,6740,2607,4021,2764,2486,4546,2214,1994,1237,99110,4707,5013,6742,4340,1674,1022,736,4057,6523,5870,5228,6940,6416,7898,6148,2848,4413,3008,4153,3283,3787,2121,2183,"Iredell County, North Carolina",,1210,537,890,981,699,360,750,586,1002,833,559,1266,1398,667,697,1062,649,971,920,753,1007,497,531,565,1210,537,1401,1398,708,977,599,774,930,1249,790,1286,1293,867,1035,919,846,847,741,912,698,798,675,594
"G3701010","2022","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"0500000US37101","37101","Johnston County, North Carolina",234778,116010,7219,7482,8644,5701,3276,1437,2291,3341,6587,7067,7080,9841,8741,7955,7733,2610,4429,1864,2556,4897,2963,1282,1014,118768,6796,6422,9898,5036,2359,1939,805,3496,7625,8090,8899,7582,7954,8592,8211,2880,3636,2034,2866,6565,3458,2530,1095,"Johnston County, North Carolina",,747,218,1107,1130,677,698,716,1268,1308,707,654,1626,1705,706,702,882,826,926,609,773,801,589,456,521,747,192,1212,1194,670,721,761,698,937,799,127,1523,1547,134,118,1118,827,1074,673,842,868,636,664,440
"G3701050","2022","NC",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,"0500000US37105","37105","Lee County, North Carolina",65476,32297,2212,1601,3189,908,500,116,526,1731,2017,3028,1474,2351,1491,1838,2190,796,1073,303,1613,1442,951,678,269,33179,1425,2221,2788,1338,1271,305,266,602,1729,3002,2426,1971,1409,1896,1814,1177,1022,783,1364,1707,1301,916,446,"Lee County, North Carolina",,837,975,725,935,507,320,200,248,610,650,692,689,637,379,414,635,439,458,230,480,524,421,348,254,837,598,834,866,495,649,333,286,370,436,862,679,774,751,332,580,518,419,415,616,519,574,359,146
"G3701090","2022","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"0500000US37109","37109","Lincoln County, North Carolina",93095,47487,3937,3200,2421,1471,776,993,789,1485,2350,2550,2179,3181,3209,3480,4181,1534,1356,1457,1210,2413,1643,981,691,45608,1021,2357,2919,1824,300,637,808,1995,2402,2543,2891,3046,3014,3194,3251,1894,1845,1345,1465,2810,1379,1694,974,"Lincoln County, North Carolina",,1100,914,728,718,221,512,813,612,826,227,219,713,766,568,352,815,756,602,603,491,538,433,320,276,1100,636,601,771,393,292,503,583,787,315,284,887,683,401,205,867,854,747,438,448,605,505,570,486
"G3701190","2022","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"0500000US37119","37119","Mecklenburg County, North Carolina",1145392,554525,36778,34531,37361,22158,14654,6234,7135,24781,47622,49183,44832,37260,35180,36838,32933,11596,16242,9026,10870,17889,10744,6343,4335,590867,35227,35599,33076,21772,15654,6370,5857,28463,48995,51082,44290,40943,38593,38645,31270,13540,21637,11671,14374,21013,16268,8779,7749,"Mecklenburg County, North Carolina",,238,143,2592,2585,60,421,1707,1849,2625,132,144,2581,2603,121,195,1981,1444,1624,1314,1247,1493,1032,838,771,238,3,2412,2446,214,660,1306,1458,1892,201,173,2640,2624,201,190,2274,1745,1962,1486,1653,1635,1120,1080,1057
"G3701250","2022","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"0500000US37125","37125","Moore County, North Carolina",105531,51084,3051,3405,2958,2160,883,417,344,1470,2751,2773,4903,3040,2355,3128,2673,1681,1963,915,1641,3351,2630,1263,1329,54447,3280,3306,2753,1751,654,595,333,1617,2343,4042,4694,2459,2994,2715,3215,837,2898,1788,2100,2867,3722,1461,2023,"Moore County, North Carolina",,859,851,807,913,653,445,310,409,525,468,210,1058,1000,214,244,616,432,595,445,591,628,446,374,478,859,883,812,913,528,534,514,334,1037,297,1141,1442,774,513,358,674,413,695,505,543,534,732,503,594
"G3701270","2022","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"0500000US37127","37127","Nash County, North Carolina",95789,47614,3184,2594,3674,2399,1773,334,394,1254,2786,2831,3077,2788,2508,3284,2938,2423,882,1083,1781,2873,1548,728,478,48175,2108,2593,3120,1455,971,565,782,1301,3240,3411,2696,2834,2848,3081,3771,879,2034,869,2352,2813,1730,1416,1306,"Nash County, North Carolina",,960,561,721,774,761,723,276,277,790,775,889,1153,880,110,433,761,753,452,488,620,705,375,443,251,960,641,817,642,813,429,522,464,563,566,607,728,690,137,128,621,335,617,357,733,587,579,553,537
"G3701290","2022","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"0500000US37129","37129","New Hanover County, North Carolina",234921,111483,4353,5784,6769,3624,2750,1559,2417,5723,8698,7670,8428,6109,6935,6831,7075,4083,3152,2707,3745,5216,4198,2026,1631,123438,5376,6006,5906,3080,4384,2873,2554,5005,8781,8297,7149,8231,6473,7567,7734,3565,5138,3595,3664,7280,4980,2761,3039,"New Hanover County, North Carolina",,1186,726,1508,1325,526,489,797,1152,1130,800,788,1190,1137,710,514,1067,1015,812,763,954,960,669,517,539,1186,808,1244,1156,524,611,966,1014,1386,1018,1018,1316,1326,512,793,1067,874,1198,1024,892,1195,864,725,755
"G3701330","2022","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"0500000US37133","37133","Onslow County, North Carolina",207298,114926,8346,7111,7089,4061,7611,7173,5711,11628,10445,7871,7237,5655,3781,3565,3313,1179,3343,1949,1789,2993,1774,720,582,92372,8079,7932,5662,2716,1652,1430,1610,6096,8545,8033,7686,4293,3673,4246,4073,1900,3035,1843,3293,1939,2414,1241,981,"Onslow County, North Carolina",,734,245,1150,1147,709,1260,1699,1210,1723,530,461,1185,1312,611,500,742,498,791,751,593,917,485,318,359,734,230,1141,1031,472,413,688,784,978,664,824,1140,984,229,579,734,663,714,606,671,622,688,529,515
"G3701350","2022","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"0500000US37135","37135","Orange County, North Carolina",150477,70314,2510,4299,4766,2716,4874,1534,2531,4093,4162,3553,3913,4038,3835,4592,4510,1264,2315,1946,2054,2948,2155,916,790,80163,2457,4149,3922,2672,7527,3987,2286,3561,4126,3822,4404,5130,4443,4642,3887,2168,3079,2889,1963,3144,1953,1895,2057,"Orange County, North Carolina",,649,393,827,929,259,625,772,788,924,491,535,791,802,411,621,682,422,656,537,531,536,409,319,334,649,397,796,805,602,1066,1291,808,1035,602,568,873,845,665,665,809,844,895,663,474,651,497,461,585
"G3701410","2022","NC",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,"0500000US37141","37141","Pender County, North Carolina",65737,32900,1808,1640,2616,1059,454,674,103,684,2200,1872,3043,1767,1986,2635,1871,1051,1815,483,984,2127,1120,614,294,32837,1998,1776,2224,1334,649,119,79,1418,1103,1854,2321,2014,2484,2430,1529,1674,1249,580,1558,2058,857,741,788,"Pender County, North Carolina",,873,536,509,749,518,314,491,128,458,707,434,740,603,328,576,574,426,424,325,441,500,371,327,260,873,532,463,642,558,530,123,113,626,552,324,562,562,491,413,443,476,532,362,591,559,342,346,421
"G3701470","2022","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"0500000US37147","37147","Pitt County, North Carolina",173542,82048,4958,4165,6242,4224,4003,3255,2100,4142,5727,5803,4703,4915,4267,4476,4097,1203,2813,1645,2149,3290,2190,1093,588,91494,4426,5337,4305,2964,4537,4792,2939,4964,5627,6192,5751,4491,4682,5494,5465,1227,3508,1777,2473,4306,3355,1365,1517,"Pitt County, North Carolina",,916,451,1057,1094,709,1294,1508,1196,1361,386,640,837,1042,802,265,741,574,728,540,792,684,591,414,354,916,383,730,764,749,985,1648,861,1506,1237,478,1145,1191,331,435,965,461,777,663,891,948,616,559,611
"G3701510","2022","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"0500000US37151","37151","Randolph County, North Carolina",146043,72473,4504,4446,4760,2797,1990,565,514,3015,4493,4703,4103,4058,4262,5646,4640,2966,2706,1638,1836,4095,2457,1595,684,73570,3762,4284,4560,3044,1142,1553,1133,1995,4115,5012,4250,3821,4557,4889,4223,2607,3597,1674,3068,3721,2396,2208,1959,"Randolph County, North Carolina",,1044,477,767,737,512,527,380,327,738,582,543,1149,1000,654,685,950,794,758,568,606,746,546,588,346,1044,643,811,822,462,246,806,776,764,623,715,842,835,616,433,785,848,990,568,684,606,626,553,584
"G3701550","2022","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"0500000US37155","37155","Robeson County, North Carolina",116663,56361,4090,3834,4345,2946,1768,704,1062,2792,3409,3427,2875,3484,3498,3393,2644,1983,1985,1102,1666,2454,1818,923,159,60302,4118,4181,4052,1916,2142,615,848,2597,3561,3788,3606,3426,3554,3528,3624,1206,2555,1657,1633,3212,2052,1521,910,"Robeson County, North Carolina",,585,410,631,659,489,296,352,430,497,297,404,605,630,101,159,495,484,511,384,334,392,317,292,133,585,422,663,546,382,365,237,351,458,182,134,681,677,159,74,546,396,462,400,373,467,361,294,290
"G3701570","2022","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"0500000US37157","37157","Rockingham County, North Carolina",91957,45602,2227,2897,3768,1476,873,468,377,2353,2135,2371,2207,2312,3179,3439,3377,1718,1722,1033,2428,1935,1498,985,824,46355,1766,2292,2806,1257,935,870,0,1658,2387,3267,2147,2268,3818,2851,3912,1380,1909,1503,1988,2879,2057,1115,1290,"Rockingham County, North Carolina",,624,364,693,952,330,320,502,355,493,273,481,613,870,790,671,751,686,651,397,769,564,533,335,319,624,364,734,674,194,587,517,221,702,412,525,527,549,531,342,663,633,590,502,624,714,446,357,365
"G3701590","2022","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"0500000US37159","37159","Rowan County, North Carolina",149645,74101,4034,4466,5251,2358,1921,1315,334,3877,4667,5076,4897,3651,4228,5370,4482,1824,3891,2010,2084,3867,2710,1121,667,75544,3755,3939,4854,3442,1586,610,1143,3057,4828,4427,5229,3966,4386,4965,5857,1667,3163,1883,1889,4673,3607,1310,1308,"Rowan County, North Carolina",,1219,853,1140,1201,423,480,800,245,631,650,614,981,982,657,524,946,689,940,611,590,733,506,458,287,1219,996,1243,1361,849,355,657,639,1104,546,608,1330,1184,595,530,1037,620,823,568,613,893,605,453,473
"G3701710","2022","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"0500000US37171","37171","Surry County, North Carolina",71403,35468,1425,2241,2519,1588,848,636,225,1343,2010,2355,1615,2232,2106,2541,2926,724,1644,623,1281,2004,1197,642,743,35935,1875,2091,1214,1779,975,283,341,866,1997,2545,1903,1878,2256,2462,2674,986,1516,1123,1542,1747,1732,959,1191,"Surry County, North Carolina",,866,201,840,816,524,378,413,189,709,308,573,579,711,230,469,839,447,443,320,414,447,324,319,395,866,508,665,439,348,455,203,267,363,406,729,600,451,385,305,638,531,440,331,441,431,368,324,408
"G3701790","2022","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"0500000US37179","37179","Union County, North Carolina",249070,124727,6626,8408,11553,6622,4429,887,2503,4507,5791,6373,6907,9048,9423,10279,7481,2886,6098,1673,2705,5133,2970,1414,1011,124343,6640,7589,8839,6531,3246,865,1047,5697,6426,6845,8045,8566,9903,9686,8307,2894,4288,1749,3547,6012,3548,2471,1602,"Union County, North Carolina",,1448,961,1401,1442,574,720,474,874,764,495,340,1304,1450,103,3,1069,779,1114,631,689,770,541,521,404,1448,958,1159,1463,571,408,516,606,1032,790,911,1309,1267,956,499,1175,702,832,586,878,886,837,685,657
